run_utc,candidate_id,period,status,progress,gaps
2026-09-15T020529Z,PV-2026-09HADIDIYA-01,2026-09-07,Hold - strong; exact media gap,"OCHA + WAFA still support fencing/access restriction; OCHA alone carries the ~30 livestock-water-tank detail. No exact incident media or independent tank-taking confirmation surfaced.","Seek exact resident/activist media and independent confirmation of the tank-taking."
2026-09-15T020529Z,PV-2026-09MUGHAYYIR-01,2026-09-04,Hold - exact media; weak independent corroboration,"Exact aftermath footage remains, but convoy-specific facts still trace principally to one activist and linkage to the separate three-brothers report is unresolved.","Need independent convoy-specific corroboration and incident reconciliation."
2026-09-15T020529Z,PV-2026-03DEIRSHARAF-01,2026-03-25,Date/source reconciliation required - likely Mar. 22 duplicate or misdate,"No reliable distinct Mar. 25 incident surfaced; strong reporting continues to converge on the Mar. 22 Deir Sharaf arson/property attack.","Recover original Mar. 25 source and deduplicate if it is the Mar. 22 event."
2026-09-15T020529Z,PV-2026-09WADI-SHAER-01,2026-09-13,Strong candidate - exact aftermath media; source-independence caution,"WAFA names Mohammed Darwish and Nashat Ishtayeh as beaten by settlers; exact aftermath media exists, but no clearly independent medical/police/OCHA/rights-group confirmation closed the gap.","Seek genuinely independent event-level corroboration before canonicalization."
2026-09-15T020529Z,PV-2026-09DEIRJARIR-01,2026-09-13,Candidate - exact property-damage media; detail linkage unresolved,"Village-attack reporting and exact vehicle-damage footage remain separately supported but not securely linked as one event.","Need independent linkage and corroboration; do not merge live-fire/gate claims with property damage beyond evidence."
2026-09-15T020529Z,PV-2026-09DUMA-TF1-01,2026-09-13,High-priority civil-society/media candidate - exact video; independent corroboration pending,"Times of Israel independently confirms that Looking the Occupation in the Eye published exact video/report saying settlers assaulted a TF1 crew and two Israeli anti-occupation activists near Duma; targeted French/TF1 searches still did not recover a TF1, police or IDF same-event account.","Seek TF1/journalist testimony or another independent event-level source; do not treat publication of TF1 programming as corroboration of the assault itself."
2026-09-15T020529Z,PV-2026-09BURQA-ANDREY-01,2026-09-13,High-priority intimidation/media candidate - exact original video,"Exact original video still shows armed soldiers pointing rifles and one saying they protect Jews only; no independent same-event IDF/police account surfaced.","Seek additional participant/IDF/police evidence; do not infer political affiliation of soldiers."
2026-09-15T020529Z,PV-2026-09MUGHAYYIR-ACTIVIST-DETENTION-01,2026-09-13,High-priority civil-society candidate - identity/media missing,"WAFA report remains the underlying event-level source; activist identity, exact media and independent corroboration remain missing.","Need identity/testimony, exact media or independent corroboration."
2026-09-15T020529Z,PV-2026-09BURQA-GUN-STONES-01,2026-09-14,Exact-media candidate - independent corroboration pending,"Exact Sep. 14 footage still shows masked settlers throwing stones and one pointing a handgun toward those filming; Times of Israel preserves the footage/report but no independent same-event source closed the location/event gap.","Need independent location/event corroboration; keep separate from other Burqa incidents."
2026-09-15T020529Z,PV-2026-09DEIRBALLOT-FIRE-01,2026-09-14,Exact-media arson/property candidate - corroboration pending,"Exact same-day footage/report of agricultural fire remains, and Times of Israel preserves the report, but no independent local/OCHA/police/rights-group confirmation surfaced.","Seek independent confirmation and exact ownership/location details."
2026-09-15T020529Z,PV-2026-09BEITUMMAR-GUN-CHILDREN-01,2026-09-13,Strong exact-media intimidation candidate - broader details need corroboration,"Exact video supports visible armed coercion of Palestinian minors/youths; independent confirmation of identities/ages and broader sequence remains missing.","Seek independent event-level corroboration; do not extend findings beyond visible conduct."
2026-09-15T020529Z,PV-2026-09BEITILLU-ABU-RADWAN-01,2026-09-12,New strong freshness candidate - named victim; aftermath/armed-settler media; independent-source caution,"Times of Israel preserves exact aftermath imagery plus footage of club-carrying settlers and identifies the victim as 23-year-old Mahmoud/Mohammed Abu Radwan; Snd and Al-Kofiya separately report a same-day Beitillu assault and hospitalization based on local reporting. Core incident is strongly supported, but the available exact media does not itself show the beating and source independence behind the local reports is not yet fully clear.","Seek hospital/PRCS, police/IDF, village-council or another clearly independent event-level source before canonicalization; freeze name transliteration only after reconciling Mahmoud/Mohammed variants."
2026-09-15T020529Z,PV-2026-05-EIN-SAMIA-AMIHAI,2026-05-14,Resolved / canonical ILPV-2026-0101,"Exact Peace Now video plus N12 and Times of Israel independently establish two settlers hitting/pushing Peace Now director Lior Amihai at Ein Samia and a minor facial/head injury. Later settlement-resident counterclaim and Amihai's questioning under caution are preserved without adjudicating the disputed lead-up.","Resolved. Exact original media and stable GitHub preview stored; no narrower partisan/right-wing affiliation inferred."
