run_utc,candidate_id,period,status,progress,gaps
2026-09-15T041000Z,PV-2026-09HADIDIYA-01,2026-09-05..08,Materially strengthened - exact media still missing,"OCHA's 11 Sep humanitarian report directly states that in Al Hadidiya settlers took about 30 livestock water tanks and began fencing grazing land. WAFA on 5 Sep separately reported settlers stealing iron/plastic livestock water tanks in the northern Jordan Valley.","Recover exact/original incident media or participant/entity documentation and reconcile exact event date/linkage between the WAFA report and OCHA Al Hadidiya entry before canonicalization."
2026-09-15T041000Z,PV-2026-09MUGHAYYIR-01,2026-09-04,Unresolved,"Exact aftermath footage preserved; convoy-assault details still principally trace to the same activist source.","Independent same-event corroboration; reconcile separate three-brothers report before merge."
2026-09-15T041000Z,PV-2026-03DEIRSHARAF-01,2026-03-25,Unresolved / likely misdated or duplicate,"Strong reporting converges on a 22 Mar Deir Sharaf settler arson/property attack rather than the queued 25 Mar date.","Recover original 25 Mar source before dedupe/merge."
2026-09-15T041000Z,PV-2026-09WADI-SHAER-01,2026-09-13,Unresolved,"WAFA names Mohammed Darwish and Nashat Ishtayeh as beaten; exact aftermath footage exists.","Independent medical/police/OCHA/rights corroboration and exact-media provenance."
2026-09-15T041000Z,PV-2026-09DEIRJARIR-01,2026-09-13..14,Unresolved,"Local reporting describes settler attacks around Deir Jarir and vehicle damage; exact footage has been surfaced for part of the reporting.","Independent event-level corroboration and exact linkage between footage and claimed incident."
2026-09-15T041000Z,PV-2026-09DUMA-TF1-01,2026-09-13,Unresolved,"Exact activist video is preserved; Times of Israel reports the activist group's claim that settlers assaulted a TF1 crew and two Israeli anti-occupation activists near Duma.","Independent TF1/police/IDF same-event confirmation; preserve source attribution."
2026-09-15T041000Z,PV-2026-09BURQA-ANDREY-01,2026-09-13,Unresolved,"Original video shows soldiers pointing rifles and one saying they protect Jews only.","Same-event IDF/police corroboration and precise location/sequence; do not infer political affiliation."
2026-09-15T041000Z,PV-2026-09MUGHAYYIR-ACTIVIST-DETENTION-01,2026-09-13,Unresolved,"WAFA reports an unnamed foreign solidarity activist and vehicle detained at the checkpoint.","Identity, exact media and independent same-event corroboration."
2026-09-15T041000Z,PV-2026-09BURQA-GUN-STONES-01,2026-09-14,Unresolved,"Exact footage reported by Times of Israel shows masked settlers throwing stones and one pointing a handgun toward those filming.","Independent exact-event/location corroboration and original-media provenance."
2026-09-15T041000Z,PV-2026-09DEIRBALLOT-FIRE-01,2026-09-14,Unresolved,"Exact footage of reported agricultural arson has surfaced.","Independent local/OCHA/police/rights confirmation and exact location linkage."
2026-09-15T041000Z,PV-2026-09BEITUMMAR-GUN-CHILDREN-01,2026-09-13,Unresolved,"Palestine TV footage, republished by secondary outlets, visibly shows an armed settler coercing children.","Independent corroboration of identities, ages, location and sequence plus closest original media."
2026-09-15T041000Z,PV-2026-09BEITILLU-ABU-RADWAN-01,2026-09-12,Canonicalized / publication gap,"Canonical Sheet already contains ILPV-2026-0099, Partially verified / Medium, with exact X aftermath footage and victim name reconciled as Muhammad Abu Radwan.","Stable reusable media bytes / GitHub preview remain blocked, and no Notion card was recovered; keep this as a publication gap rather than rediscovering the incident."
2026-09-15T041000Z,PV-2026-09HUWARA-CISTERN-01,2026-09-10,Resolved / existing canonical ILPV-2026-0096,"Freshness rediscovered the Huwara cistern video, but the Sheet already contains Verified/High ILPV-2026-0096 with exact Yehuda Shaul X media, exact GitHub preview MED-2026-0098 and a Notion card.","Resolved; do not duplicate."
2026-09-15T041000Z,PV-2026-05-EIN-SAMIA-AMIHAI,2026-05-14,Resolved / existing canonical ILPV-2026-0101,"Canonical Verified/High; exact video and independent corroboration already preserved.","Resolved; do not duplicate."
