run_utc,period,lane,status,progress,gaps
2026-09-18T09:20:00Z,2022-12-29..2022-12-31,idf_military_intelligence,In progress,"Transition-window sweep found no new distinct IDF/MI warning delivered in these three days. Older Jericho Wall chains were followed backward separately.","Continue later-released IDF inquiry material and archival records; do not mark No results or Complete yet."
2026-09-18T09:20:00Z,2023-01,idf_military_intelligence,In progress,"Rechecked early-2023 Southern Command transition. Later Ynet inquiry reporting says incoming Chief of Staff Herzi Halevi visited Southern Command in January but was not briefed on Jericho Wall, a negative finding rather than a warning event.","Continue January intelligence/readiness meeting records and reserve-security warnings."
2026-09-18T09:20:00Z,2023-02,idf_military_intelligence,In progress,"Rechecked professional IDF warning material and existing unresolved February leads; no new named-recipient military warning met threshold this pass.","Continue primary distribution/recipient recovery, including strategic-assessment and force-building material."
2026-09-18T09:20:00Z,2023-03,idf_military_intelligence,In progress,"Existing accepted March chains — Zini, Halevi and Amit Saar/MI — were cross-checked against later inquiry reporting; no distinct new event isolated.","Continue meeting minutes and exact response evidence; month not Complete."
2026-09-18T09:20:00Z,2023-04,idf_military_intelligence,In progress,"Existing MI 'war closer than calm' and deterrence-warning chains were rechecked; no additional distinct military warning met threshold.","Named recipient evidence remains a gap for some political-echelon MI assessments."
2026-09-18T09:20:00Z,2023-05,idf_military_intelligence,In progress,"Rechecked May IDF/MI material, including Haliva's public northern-war warning. No new accepted event was created because delivery of the public warning to a named qualifying Israeli decision-maker is not established. Reporting that Hamas considered escalation during this period is not counted where Israel did not detect it contemporaneously.","Continue closed-session records and named-recipient proof; do not turn undetected enemy intent into a warning event."
2026-09-18T09:20:00Z,2023-06,idf_military_intelligence,In progress,"Added NCO-V-JUN1-DATE-RECONCILIATION after Walla placed an exercise-warning exchange on 1 Jun, while accepted WARN-22 is dated 6 Jul by N12/Ynet. No duplicate was created.","Recover original email metadata/IDF chronology to resolve June-versus-July event identity."
2026-09-18T09:20:00Z,2023-07,idf_military_intelligence,In progress,"Revalidated the dense July lane — NCO V/S warnings, Saar, Halevi and senior-defense warnings — and traced later document reconstructions for date consistency. No new July warning accepted.","Saar 16/23 Jul reconciliation and NCO V June/July date reconciliation remain open."
2026-09-18T09:20:00Z,2023-08,idf_military_intelligence,In progress,"Existing Gaza Division analytical warning and IDF readiness warnings were rechecked. No new distinct August military warning met threshold.","Continue exact dates/distribution lists for Gaza Division analytical products and readiness briefings."
2026-09-18T09:20:00Z,2023-09,idf_military_intelligence,In progress / freshness upgrade,"Fresh 17 Sep 2026 Times of Israel reporting independently places NCO V's separately reported 'sword is coming' email in the days leading up to Oct. 7. WARN-27 was upgraded with this evidence, while a possible separate late warning was retained as a dedupe candidate rather than double-counted.","Exact date and overlap with WARN-27's 28 Sep email remain unresolved; recover primary email metadata."
2026-09-18T09:20:00Z,2023-10-01..2023-10-06,idf_military_intelligence,In progress / one acceptance,"Accepted WARN-81: on 3 Oct, after a formal Unit 8200 briefing that reportedly omitted NCO V's warnings, an officer separately relayed her mass-invasion/Jericho Wall concern directly to MI chief Aharon Haliva. Receipt is reported and independently corroborated; Haliva's response is disputed, so status is Unclear. Strict cutoff preserved.","No contemporaneous transcript is public. Continue recovering the exact late-V-email date and Oct. 1-6 military meeting records; exclude post-midnight Oct. 7 alerts."
2026-09-18T09:20:00Z,pre-2022-12-29,older_inherited_warnings,In progress,"Official IDF-investigation reporting confirms a Nov 2022 Southern Command learning session where Jericho Wall appeared in the assessment set. Walla separately reports a Nov Haliva/Gaza Division follow-up focused on the raid plan. These were added as one reconciliation candidate pending event-identity proof.","Determine whether the November accounts describe one or two events, recover participants/date/written summary, and avoid duplicating the accepted May/Jul 2022 Jericho Wall chain."
2026-09-18T09:20:00Z,2022-12-29..2023-10-06,idf_military_intelligence_lane,In progress / one acceptance,"Lane 1 produced one new accepted warning, WARN-81, strengthened WARN-27 with fresh 2026 evidence, and added unresolved date/event reconciliation leads for the late NCO V email, the June/July V exchange and Nov 2022 Jericho Wall follow-up. No month marked Complete.","Major gaps remain in original email metadata, Haliva-response documentation, senior-recipient distribution chains and exact meeting chronology. Next rotating deep lane: Lane 2 — Shin Bet / Mossad / NSC / police / Home Front / other Israeli professional security bodies."
