run_utc,period,lane,status,notes
2026-09-20T01:06:00Z,2022-12-29..2022-12-31,5,In progress,"Targeted local-authority/emergency/civil-security sweep; no distinct new direct-delivery event found in this pass."
2026-09-20T01:06:00Z,2023-01,5,In progress,"Targeted Gaza-border and northern local-authority/security-coordinator searches; no new qualifying direct-delivery event surfaced."
2026-09-20T01:06:00Z,2023-02,5,In progress,"Targeted local-authority and civilian-security searches; no new qualifying direct-delivery event surfaced."
2026-09-20T01:06:00Z,2023-03,5,In progress,"Northern-border protection warning chain remains represented by WARN-64; re-audit found no distinct March event beyond the accepted Shield of the North warning."
2026-09-20T01:06:00Z,2023-04,5,In progress,"Davidovich/Confrontation Line Forum April protection warnings were re-audited and remain repetitions attached to WARN-64; public warning alone is not split into a duplicate event."
2026-09-20T01:06:00Z,2023-05,5,In progress,"Rahat mayor Atta Abu Mediam's direct protection request to Gallant remains accepted as WARN-121; no additional distinct local/emergency event crossed threshold."
2026-09-20T01:06:00Z,2023-06,5,In progress,"Recovered contemporaneous direct PMO correspondence in the northern protection chain: PMO DG Yossi Shelley replied after the Confrontation Line Forum supplied urgent documents; added as receipt-strengthening evidence to WARN-64 rather than a new event."
2026-09-20T01:06:00Z,2023-07,5,In progress,"Targeted local-security/standby-squad searches plus official IDF historical material reviewed; no distinct July warning with documented qualifying receipt accepted."
2026-09-20T01:06:00Z,2023-08,5,In progress,"Targeted Gaza-border/northern local-authority and civilian-security searches; no new distinct event crossed threshold."
2026-09-20T01:06:00Z,2023-09,5,In progress,"Targeted local-authority, standby-squad and emergency-preparedness searches around Gaza-border escalation; no new distinct warning with documented qualifying receipt crossed threshold."
2026-09-20T01:06:00Z,2023-10-01..2023-10-06,5,In progress,"Tkuma standby-squad warning claim remains Investigating: retrospective Kfir account is structurally corroborated by official IDF history but still lacks a named recipient, exact date and contemporaneous message/letter."
2026-09-20T01:06:00Z,OLDER,5,In progress,"Older Shield of the North protection failures and 2019-2022 standby-squad weapons/training directives were followed backward. They materially contextualize current-government 2023 warnings but did not establish a new older warning event to serving 2023 officeholders."
2026-09-20T01:06:00Z,ALL,5,In progress,"Lane 5 completed for this rotation. No month marked Complete. Main gaps: original local-authority correspondence/attachments, named recipients for standby-squad warnings, and lesser-known Gaza-border security-coordinator records."
