run_utc,period,lane,status,progress,gaps
2026-09-18T20:13:00Z,2022-12-29..2022-12-31,primary_document_recovery,In progress,"Reconciled Notion state through WARN-103 and searched documentary carryovers; no additional qualifying event found in this short period.","Continue cabinet/NSC/IDF primary-record recovery for inherited Gaza and readiness risks."
2026-09-18T20:13:00Z,2023-01,primary_document_recovery,In progress / 1 acceptance,"Accepted WARN-104: Yedioth/Ynet's document-based reconstruction reports MI chief Aharon Haliva warned Netanyahu of an 'intelligence-access drought in Gaza'; Netanyahu agreed access needed improvement and MI was trying to improve coverage.","Recover exact meeting date and original minutes/document; seek independent corroboration."
2026-09-18T20:13:00Z,2023-02,primary_document_recovery,In progress,"Rechecked N12 claim that Shin Bet presented 11 Sinwar-targeting opportunities across Feb-Mar; kept unresolved because claim rests on anonymous retrospective sourcing and is directly disputed by PMO.","Recover recommendation logs, meeting minutes, or independent corroboration."
2026-09-18T20:13:00Z,2023-03,primary_document_recovery,In progress,"Same Feb-Mar Sinwar-targeting chain reviewed; no promotion. Existing strategic-warning entries remain stronger because their documentary/recipient evidence is better established.","Resolve 11-notification chronology and underlying records."
2026-09-18T20:13:00Z,2023-04,primary_document_recovery,In progress,"Official State Comptroller material records an April 2023 government decision acknowledging that Gaza-envelope communities remained exposed to rocket/mortar fire and infiltration attempts including tunnels and sea routes even during relative calm. Retained as institutional-knowledge context, not a new warning event.","Isolate any professional warning/briefing that produced the decision and identify named recipients/response."
2026-09-18T20:13:00Z,2023-05,primary_document_recovery,In progress,"Official Comptroller reconstruction reviewed alongside existing warnings; it preserves contemporaneous deterrence assumptions and does not yield a distinct new warning event this pass.","Continue recovery of cabinet minutes and professional dissenting assessments."
2026-09-18T20:13:00Z,2023-06,primary_document_recovery,In progress,"Targeted documentary sweep found no new threshold-crossing event beyond existing accepted/readiness chains.","Continue State Comptroller appendices, committee records and later-released IDF/Shin Bet material."
2026-09-18T20:13:00Z,2023-07,primary_document_recovery,In progress,"Official Comptroller material documents the July 2 PM directive to preserve Gaza calm while improving readiness and preventing buildup; treated as policy/response context, not a warning. Existing July warning entries remain distinct.","Recover full July MI letters and resolve Saar July 16/23 chronology."
2026-09-18T20:13:00Z,2023-08,primary_document_recovery,In progress,"Avi Gil Aug 21 briefing candidate rechecked: meeting is contemporaneously documented but warning content is still mainly Lapid's retrospective testimony. Official Comptroller reconstruction records a more reassuring Haliva Hamas assessment the next day, so candidate remains unresolved.","Need Gil/PMO/military minutes or independent professional corroboration of briefing content."
2026-09-18T20:13:00Z,2023-09,primary_document_recovery,In progress,"Freshness/document sweep found no distinct new September event beyond already integrated Sinwar/UAE/Egypt warning chains and existing September local/military warnings.","Continue primary call logs, Shin Bet records, diplomatic records and inquiry evidence."
2026-09-18T20:13:00Z,2023-10-01..2023-10-06,primary_document_recovery,In progress,"Rechecked final-week warning chains; no new event promoted in this pass. Existing Oct 1 and Egyptian warning disputes remain open.","Recover Oct 1 security-meeting minutes and authoritative Egyptian/Israeli recipient records."
2026-09-18T20:13:00Z,pre-2022-12-29,older_inherited_warnings,In progress,"Official State Comptroller report records Kochavi's later statement that after Guardian of the Walls he warned in closed rooms that Hamas was not sufficiently deterred and Sinwar was unpredictable. Kept unresolved because dates/recipients/original records are unspecified. Older tunnel/barrier warnings were deduped against existing accepted entries.","Recover Kochavi-era meeting records and named recipients; continue backward documentary chains without fixed floor."
2026-09-18T20:13:00Z,2022-12-29..2023-10-06,documentary_recovery_historical_lane,"In progress / 1 Lane-6 acceptance","Lane 6 executed across documentary-recovery and historical blind spots. One new accepted event: WARN-104. Major unresolved updates: SHINBET-SINWAR-11X, AVI-GIL-AUG21, KOCHAVI post-Guardian deterrence warning. No month marked Complete.","Next rotating deep lane: Lane 1 — IDF / Military Intelligence / Southern Command / Gaza Division / surveillance units / reserve-security professionals."
