run_utc,period,lane,status,notes
2026-09-19T09:09:12Z,2022-12-29..2022-12-31,idf_military_intelligence,In progress,"Audited existing Jericho Wall/raid-threat chain; no new distinct late-December warning event with qualifying receipt surfaced."
2026-09-19T09:09:12Z,2023-01,idf_military_intelligence,In progress,"Existing Haliva Gaza-intelligence-access warning and other January material already represented; no new distinct qualifying event found."
2026-09-19T09:09:12Z,2023-02,idf_military_intelligence,In progress,"Targeted Lane 1 sweep found no new distinct February military/intelligence warning meeting the evidence threshold."
2026-09-19T09:09:12Z,2023-03,idf_military_intelligence,In progress,"Existing Zini, Halevi and Amit Saar readiness/deterrence warnings already represented; no new distinct Lane 1 acceptance."
2026-09-19T09:09:12Z,2023-04,idf_military_intelligence,In progress,"Persistent-state correction: Apr. 9-12 MI 'war is closer than calm' candidate is already published as WARN-11; stale unresolved state closed as dedupe. Exact named political recipients remain unknown."
2026-09-19T09:09:12Z,2023-05,idf_military_intelligence,In progress,"May SIM-activation episode remains unresolved. Later emoji-code interpretation was discovered only after Oct. 7 and is not contemporaneous warning evidence; no qualifying senior recipient recovered."
2026-09-19T09:09:12Z,2023-06,idf_military_intelligence,In progress,"Targeted military/intelligence sweep found no new distinct June warning with stronger qualifying receipt than existing library entries."
2026-09-19T09:09:12Z,2023-07,idf_military_intelligence,In progress,"Unit 8200 NCO V/S July warning chain is already represented as WARN-22/WARN-23. Sep. 17 2026 dismissal reporting strengthens institutional aftermath/provenance but was already integrated into WARN-22; no duplicate."
2026-09-19T09:09:12Z,2023-08,idf_military_intelligence,In progress,"Existing Gaza Division Maj. N Jericho Wall reassessment warning is already represented as WARN-24; no new distinct qualifying event."
2026-09-19T09:09:12Z,2023-09,idf_military_intelligence,In progress,"Major known Lane 1 chains are already represented: commander P/Southern Command, Sep. 19 mass-invasion dossier, Devil's Advocate warnings, and Sep. 28 Unit 8200 warning. No new distinct acceptance."
2026-09-19T09:09:12Z,2023-10-01..2023-10-06,idf_military_intelligence,In progress,"New unresolved lead logged: Oct. 3 Nahal Oz observers flagged a highly irregular ~170-fighter Hamas drill with simultaneous rockets/tank-storming; commanders reportedly dismissed it as another drill, but exact senior recipient is unresolved. WARN-81 and WARN-109 already cover other Oct. 3/Oct. 6 senior-receipt warnings. Oct. 6 weapons alert remains senior-receipt unresolved."
2026-09-19T09:09:12Z,pre-2022-12-29,older_inherited_warnings,In progress,"Older Jericho Wall/raid-threat warning chain was audited against accepted 2018-2022 entries; no new distinct older military/intelligence warning crossed threshold this run."
2026-09-19T09:09:12Z,all,idf_military_intelligence,In progress,"Lane 1 completed for this rotation. Zero new Accepted; accepted total remains 113. One high-value unresolved Oct. 3 observer lead added and one stale Apr. 12 candidate reconciled to WARN-11. No month is Complete. Next deep lane: Lane 2 — Shin Bet / Mossad / NSC / police / Home Front / other Israeli professional security bodies."
