run_utc,period,lane,status,notes
2026-09-19T08:14:12Z,2022-12-29..2022-12-31,documentary_recovery,In progress,"Targeted document/history sweep found no new distinct warning in the final 2022 days beyond already represented Jericho Wall chains; no month marked Complete."
2026-09-19T08:14:12Z,2023-01,documentary_recovery,In progress,"Targeted Hebrew/English document search found no new distinct January warning with stronger receipt evidence than existing entries/candidates."
2026-09-19T08:14:12Z,2023-02,documentary_recovery,In progress,"No new 2023 February warning crossed threshold. Older-lane recovery did resolve a 22 Feb 2017 local-authority warning relay, published as WARN-113."
2026-09-19T08:14:12Z,2023-03,documentary_recovery,In progress,"Existing MI/Shin Bet warning sequence remains represented; no additional distinct March document with qualifying receipt recovered in this pass."
2026-09-19T08:14:12Z,2023-04,documentary_recovery,In progress,"Reconfirmed contemporaneous Apr. 12 reporting that MI warned the political echelon war was closer than calm and deterrence was eroding. Candidate remains unresolved because exact named recipient/distribution record is not public."
2026-09-19T08:14:12Z,2023-05,documentary_recovery,In progress,"Targeted search found no new distinct May warning beyond already represented Hamas/IDF/SIM/readiness chains; unresolved SIM episode remains recipient-limited."
2026-09-19T08:14:12Z,2023-06,documentary_recovery,In progress,"Existing June police/readiness and Netanyahu/Gaza policy material already represented; no new distinct qualifying documentary warning recovered."
2026-09-19T08:14:12Z,2023-07,documentary_recovery,In progress,"Notion audit confirmed the Jul. 23 Amit Saar document is already WARN-10; stale candidate reconciliation closed as dedupe. Existing Jul. 31 Ronen Bar warning is WARN-44."
2026-09-19T08:14:12Z,2023-08,documentary_recovery,In progress,"Targeted documentary search found no new distinct August warning with qualifying receipt beyond existing accepted/candidate material."
2026-09-19T08:14:12Z,2023-09,documentary_recovery,In progress,"Fresh Sep. 2026/Mar. 2026 reporting on UAE/Egypt/Sinwar backchannels was audited against existing entries; no justified new split or confidence change."
2026-09-19T08:14:12Z,2023-10-01..2023-10-06,documentary_recovery,In progress,"Egypt Oct. 4 warning remains recipient-unresolved; no primary warning record or named recipient recovered. Existing Oct. 6 IDF warning/signals entries remain represented."
2026-09-19T08:14:12Z,pre-2022-12-29,older_inherited_warnings,In progress,"High-value recovery: official Knesset record from 22 Feb 2017 documents FADC members hearing local-authority warnings from Lebanon/Gaza border communities about Hamas/Hezbollah buildup including offensive thinking, repeated in a session attended by IDF Chief Gadi Eizenkot. Published as WARN-113. Same record preserves Eizenkot's contrary assessment that neither front then showed willingness to initiate action."
2026-09-19T08:14:12Z,all,documentary_recovery,In progress,"Lane 6 completed for this rotation. One older warning crossed threshold (WARN-113); no 2023 month is Complete. Next deep lane: Lane 1 — IDF / Military Intelligence / Southern Command / Gaza Division / surveillance units / reserve-security professionals."
