run_utc,period,lane,status,progress,gaps
2026-09-18T18:15:00Z,2022-12-29..2022-12-31,experts_research,In progress,"Targeted expert/think-tank sweep found no new distinct qualifying warning event in the government-transition window.","Continue Israeli and foreign institute archives; do not mark No results or Complete."
2026-09-18T18:15:00Z,2023-01,experts_research,In progress,"Targeted INSS/JISS and major-reporting search found no new event meeting named-recipient threshold.","Continue less-visible expert correspondence and government-facing briefings."
2026-09-18T18:15:00Z,2023-02,experts_research,In progress,"Targeted expert/security-institute search found no new event meeting receipt threshold.","Continue private briefing and delivery evidence."
2026-09-18T18:15:00Z,2023-03,experts_research,In progress,"INSS 21 Mar urgent strategic alert and Amos Yadlin 23 Mar warning were rechecked. Both contain substantial pre-Oct. 7 warning content but remain below acceptance because named-recipient receipt is unproven.","Find distribution metadata, private briefing/correspondence or recipient acknowledgment."
2026-09-18T18:15:00Z,2023-04,experts_research,In progress,"JISS 17 Apr 'prepare for war' wake-up call and INSS 19 Apr multi-arena escalation analysis were recovered/rechecked; no named-recipient delivery established.","Recover JISS full text and government delivery evidence; search INSS/JISS briefings to cabinet/NSC."
2026-09-18T18:15:00Z,2023-05,experts_research,In progress,"Yaakov Amidror/JISS material urging preparation for possible war with Iran was rechecked; no distinct named-recipient warning event established.","Search professional-capacity meetings or direct advice to serving officials."
2026-09-18T18:15:00Z,2023-06,experts_research,In progress,"INSS analysis warned that a strengthened Hamas, eroding deterrence and rising multi-front conflict risk posed a strategic dilemma; no proof of distinct delivery to named recipient was found.","Seek government/NSC briefings or acknowledged receipt."
2026-09-18T18:15:00Z,2023-07,experts_research,In progress,"INSS 23 Jul urgent readiness alert recovered in primary form; warning is strong but public dissemination alone does not establish receipt by a named qualifying decision-maker.","Priority: identify whether Netanyahu, Gallant, NSC or cabinet received the alert directly."
2026-09-18T18:15:00Z,2023-08,experts_research,In progress,"Yigal Carmon's 31 Aug warning of possible war in Sep-Oct remains a strong candidate based on contemporaneous publication, but named-recipient delivery is still unproven.","Search MEMRI distribution records/interviews/testimony identifying government or security recipients."
2026-09-18T18:15:00Z,2023-09,experts_research,In progress,"Targeted expert/think-tank sweep and later retrospective coverage found no additional distinct warning crossing the receipt threshold.","Continue obscure Hebrew/local expert sources and private briefings."
2026-09-18T18:15:00Z,2023-10-01..2023-10-06,experts_research,In progress,"No new distinct expert-origin warning with proven qualifying receipt was accepted for Oct 1-6.","Continue later testimony and documentary recovery for last-week expert warnings."
2026-09-18T18:15:00Z,pre-2022-12-29,older_inherited_warnings,In progress,"No new older expert warning was accepted; older professional assessments remain background unless repeated to or demonstrably inherited by serving 2023 officeholders.","Follow high-salience chains backward where direct repetition/inheritance can be shown."
2026-09-18T18:15:00Z,2022-12-29..2023-10-06,experts_research_lane,"In progress / 0 Lane-4 acceptances","Lane 4 deep-discovery executed month-by-month. Strong unresolved expert warnings include INSS 21 Mar, JISS 17 Apr, INSS 23 Jul and Carmon 31 Aug. No threshold was lowered; no month marked Complete.","Largest gap is named-recipient delivery evidence for publicly issued expert warnings. Next rotating deep lane: Lane 5 — local authorities, Gaza-border communities, emergency/security coordinators and civilian professional bodies."}
