run_utc,period,lane,status,progress,gaps
2026-09-18T17:13:00Z,2022-12-29..2022-12-31,foreign_government_intelligence,In progress,"Targeted foreign-government/diplomatic sweep found no new distinct warning event in the government-transition window beyond already catalogued foreign/security chains.","Continue official diplomatic archives and later-released foreign-intelligence material; do not mark No results or Complete."
2026-09-18T17:13:00Z,2023-01,foreign_government_intelligence,In progress,"Existing Sisi, King Abdullah, Burns, Borrell, Blinken and other January foreign-warning events were rechecked and deduplicated; no new January event met threshold.","Continue primary foreign-government records, intelligence-service material and named-recipient evidence."
2026-09-18T17:13:00Z,2023-02,foreign_government_intelligence,In progress,"Existing Macron/Blinken and related February escalation warnings were found already published and not duplicated.","Continue less-publicized foreign diplomatic/security warnings and primary record recovery."
2026-09-18T17:13:00Z,2023-03,foreign_government_intelligence,"In progress / 3 acceptances","Accepted WARN-94 Austin→Netanyahu and WARN-95 Austin→Gallant on 9 Mar, plus WARN-93 Scholz→Netanyahu on 16 Mar. Existing Biden/Sunak and other March warnings were deduplicated. Charles Michel 8 Mar remains below threshold for sufficiently specific warning content.","Search official European/Arab/U.S. archives for additional named-recipient March warnings and stronger Michel wording."
2026-09-18T17:13:00Z,2023-04,foreign_government_intelligence,In progress,"Existing French/U.S./EU warnings including Colonna, Austin and Borrell were rechecked and deduplicated; no new April event accepted.","Continue official readouts and regional-partner security/intelligence channels."
2026-09-18T17:13:00Z,2023-05,foreign_government_intelligence,"In progress / 1 acceptance","Accepted WARN-96 Austin→Gallant on 10 May urging Gaza de-escalation toward sustainable calm. The 11 May Munich Group official warning of possible major conflagration was logged Investigating because named Israeli receipt is not established.","Establish delivery/receipt of the Munich Group warning to a named Israeli decision-maker or keep unresolved."
2026-09-18T17:13:00Z,2023-06,foreign_government_intelligence,In progress,"Existing Sullivan and related June foreign warnings were rechecked/deduplicated; no new June event crossed threshold.","Continue U.S., European and regional diplomatic/security archives."
2026-09-18T17:13:00Z,2023-07,foreign_government_intelligence,In progress,"Existing Austin/Biden and related July foreign-government warnings were rechecked and not duplicated.","Continue named-recipient foreign-intelligence and regional-partner channels."
2026-09-18T17:13:00Z,2023-08,foreign_government_intelligence,In progress,"Existing Linda Thomas-Greenfield/Gallant warning and related August foreign diplomatic material were rechecked; no new distinct August event accepted.","Continue regional and foreign-intelligence warnings with direct recipient evidence."
2026-09-18T17:13:00Z,2023-09,foreign_government_intelligence,In progress,"Existing Biden, Cleverly, UAE/MBZ and Egyptian warning chains were freshness-checked. New September 2026 reporting on UAE/Egypt routes was already incorporated in WARN-5/WARN-8/WARN-76 or preserved as disputed overlap; no duplicate created.","Resolve overlapping Egypt/UAE/Sinwar warning routes with primary call records, foreign official confirmation or authoritative inquiry findings."
2026-09-18T17:13:00Z,2023-10-01..2023-10-06,foreign_government_intelligence,In progress,"The reported Egyptian approximately-3-days-before warning was rechecked and remains unresolved because recipient level/content are disputed and primary proof is absent. No new Oct 1-6 foreign event accepted.","Recover Egyptian/Israeli/U.S. primary records identifying recipient, date and exact content."
2026-09-18T17:13:00Z,pre-2022-12-29,older_inherited_warnings,In progress,"No new older foreign warning accepted. Older warning chains were checked for distinct repetition or inherited delivery to serving 2023 officeholders and not duplicated.","Continue older foreign/security assessments where later repetition or documented inheritance to current officeholders can be proven."
2026-09-18T17:13:00Z,2022-12-29..2023-10-06,foreign_government_intelligence_lane,"In progress / 4 Lane-3 acceptances","Lane 3 was executed month-by-month with freshness and unresolved-first work. WARN-93 through WARN-96 were published. Munich Group 11 May and Charles Michel 8 Mar remain Investigating. No month marked Complete.","Largest Lane 3 gaps remain unpublished regional-intelligence warnings, diplomatic delivery records, exact named-recipient evidence and reconciliation of late-September Egyptian/UAE channels. Next rotating deep lane: Lane 4 — professional experts, academics, researchers and think tanks."
