run_utc,period,lane,status,progress,gaps
2026-09-18T03:15:00Z,2022-12-29..2022-12-31,military_intelligence,In progress,"Lane-1 sweep checked the transition into the new government's term and existing inherited military-warning chains; no new distinct qualifying event accepted in this short period.","Older/inherited military assessments still require targeted archive and later-inquiry recovery."
2026-09-18T03:15:00Z,2023-01,military_intelligence,In progress,"Rechecked early-2023 military readiness/deterrence chains and current accepted records; no additional distinct military warning met both content and receipt thresholds in this pass.","Continue IDF minutes, command briefings and Hebrew archive recovery."
2026-09-18T03:15:00Z,2023-02,military_intelligence,In progress,"Identified Eran Ortal's 23 Feb professional military warning about assumptions behind Gaza/border defense and a 1973-style surprise vulnerability as a strong lead, but no named qualifying recipient was established.","Need briefing/correspondence/meeting evidence proving receipt; public professional publication is insufficient by itself."
2026-09-18T03:15:00Z,2023-03,military_intelligence,In progress,"Rechecked Halevi/Gallant readiness warning sequence accepted in prior run; no duplicate created. Focus remained on distinct warning events and recipient evidence.","Private meeting minutes and full readiness metrics remain incomplete."
2026-09-18T03:15:00Z,2023-04,military_intelligence,In progress,"Rechecked military deterrence/escalation warnings surrounding the spring multi-front deterioration; no additional Lane-1 event crossed the evidence threshold this run.","Continue recovery of original MI distributions and named-recipient records."
2026-09-18T03:15:00Z,2023-05,military_intelligence,In progress,"Recovered/rechecked MI chief Aharon Haliva's 22 May public warning that escalation to war was not a low-probability scenario and that a Nasrallah mistake could trigger a large regional campaign. Held below publication threshold for this event because named recipient delivery was not established.","Need evidence this specific warning was delivered in a qualifying briefing/meeting rather than relying on public visibility."
2026-09-18T03:15:00Z,2023-06,military_intelligence,In progress,"Rechecked Gaza/MI warning chains leading into the summer exercises; no new distinct June event accepted in this pass.","Continue Unit 8200 and Gaza Division internal correspondence recovery."
2026-09-18T03:15:00Z,2023-07,military_intelligence,In progress / one acceptance,"Accepted WARN-67: on 30 Jul senior defense/IDF officials warned Netanyahu that Nasrallah's risk-taking and a mistaken assessment could ignite conflict across the whole northern front. Also strengthened WARN-22 with newly published institutional corroboration of the Jul 6 NCO V warning/rejection chain.","WARN-67 exact speaker/transcript remains unavailable. Jul 16/23 Amit Saar chronology still requires reconciliation; continue Unit 8200/Gaza Division escalation-path recovery."
2026-09-18T03:15:00Z,2023-08,military_intelligence,In progress,"Rechecked accepted August Gaza Division/Jericho Wall and IDF-readiness chains for duplicates and stronger recipient evidence; no additional distinct August event accepted.","Need original distribution lists, command minutes and declassified inquiry material."
2026-09-18T03:15:00Z,2023-09,military_intelligence,In progress,"Tracked observation-balloon/surveillance reporting of intensified Hamas training and fence activity as a strong lower-level warning chain but did not aggregate it into a new event without a dated warning plus senior receipt.","Recover dated reports/messages and escalation path to a qualifying senior decision-maker."
2026-09-18T03:15:00Z,2023-10-01..2023-10-06,military_intelligence,In progress,"Applied strict cutoff to Oct 6 indicator chain. Some raw signs reportedly began before midnight, but documented senior assessments/alerts occurred after midnight on Oct 7 and therefore do not qualify as pre-Oct-7 warning events.","Need evidence of a distinct warning communicated to a qualifying senior recipient before 2023-10-07; raw indicators alone are insufficient."
2026-09-18T03:15:00Z,pre-2022-12-29,older_inherited_warnings,In progress,"Older military doctrine/border-defense material was followed only where it could establish inherited or repeated knowledge relevant to 2023 officeholders. No new older warning accepted.","Continue backward on high-salience chains only when current-officeholder inheritance, repetition or delivery can be documented."
2026-09-18T03:15:00Z,2022-12-29..2023-10-06,military_intelligence_lane,In progress,"Lane 1 rotation completed with one new accepted warning (WARN-67), one accepted-warning evidence upgrade (WARN-22), and new unresolved leads for Ortal, Haliva and Gaza surveillance personnel. No month marked Complete.","Major gaps remain in original IDF/MI distribution lists and minutes, Unit 8200/observer escalation paths, exact senior receipt for public/professional warnings, and strict pre-midnight Oct 6 warning evidence. Next rotating deep lane: Lane 2 — Shin Bet / Mossad / NSC / police / Home Front / other Israeli professional security bodies."
