run_utc,period,lane,status,progress,gaps
2026-09-17T20:09:44Z,2022-12-29..2022-12-31,documentary_recovery_historical,In progress,"Targeted retrospective-document and historical-blind-spot searches found no new distinct qualifying warning in the final days of 2022.","Continue later-released inquiry files, Hebrew archives and document chains reaching 2023 officeholders; do not mark Complete."
2026-09-17T20:09:44Z,2023-01,documentary_recovery_historical,In progress,"Rechecked later-released strategic/security material; no new January event crossed the threshold beyond existing accepted warnings.","Continue primary meeting records, foreign/security documents and later inquiry evidence."
2026-09-17T20:09:44Z,2023-02,documentary_recovery_historical,In progress / new candidate,"Recovered a Nov 2024 document-based Ynet/Yedioth account of a Feb 2023 Shin Bet force-buildup review warning that Hamas was ready for high-intensity fighting and was deepening intelligence-operational cooperation with the Iranian/Shiite axis.","Exact date, author, distribution list and qualifying senior recipient remain missing; candidate not accepted."
2026-09-17T20:09:44Z,2023-03,documentary_recovery_historical,In progress / Accepted WARN-45,"Recovered substantive content and direct-recipient evidence for the 28 Mar Military Intelligence memorandum to Netanyahu on deterrence erosion, Hezbollah confidence and growing multi-front convergence risk. Published as WARN-45 High confidence.","Document-specific government response remains unresolved; continue primary memo recovery."
2026-09-17T20:09:44Z,2023-04,documentary_recovery_historical,In progress,"Rechecked later inquiry/reporting lanes including disputed Passover-attack interpretations; no new April event met the evidence threshold in this run.","Primary records remain needed for Bar's April deterrence/preemptive-action account and disputed attack-cancellation claims."
2026-09-17T20:09:44Z,2023-05,documentary_recovery_historical,In progress / Accepted WARN-46,"Recovered the 31 May MI warning document as a distinct directly delivered Netanyahu event: internal crisis eroding deterrence and expanding adversary room for action. Published WARN-46 High, with the same document's de-escalatory Hamas assessment preserved.","Recover full document and response; do not reframe as a Hamas invasion warning."
2026-09-17T20:09:44Z,2023-06,documentary_recovery_historical,In progress,"No new June warning crossed threshold in this document-recovery pass; existing police/Shin Bet capacity chains were rechecked without new primary recipient material.","Continue Shabtai capacity-warning recipient evidence and Bar April/June primary records."
2026-09-17T20:09:44Z,2023-07,documentary_recovery_historical,In progress / Accepted WARN-44; dedupe issue strengthened,"Netanyahu's released 55-page response recovered a 31 Jul meeting excerpt in which Ronen Bar directly reported a sharp rise in daily threat warnings, many from Gaza; published WARN-44 High for narrow formulation. Recovery also strengthens four-MI-document chronology and the WARN-2/WARN-10 Jul16-vs-Jul23 dedupe conflict.","Full meeting context and follow-up action remain unresolved; authoritative reconciliation of Jul16 vs Jul23 Saar records is a priority."
2026-09-17T20:09:44Z,2023-08,documentary_recovery_historical,In progress / Accepted WARN-43,"Recovered primary State Comptroller report showing July surprise audit, pre-Oct dissemination to PM/Defense Minister/IDF and IDF response on 27 Sep; official disclosure says serious findings reached Netanyahu, Gallant and Halevi in Aug. Published WARN-43 High as northern-border readiness/vulnerability warning.","Official source confirms August but not exact day; political corrective action before Oct 7 remains unclear."
2026-09-17T20:09:44Z,2023-09,documentary_recovery_historical,In progress,"Rechecked later-released Sinwar/UAE/Egypt/Shin Bet material and existing accepted chains; no additional September event crossed threshold in this run.","Continue original call records, Shin Bet distribution material, inquiry findings and recipient-level evidence for disputed foreign/backchannel warnings."
2026-09-17T20:09:44Z,2023-10-01..2023-10-06,documentary_recovery_historical,In progress,"Later-released Oct 6 overnight intelligence and Oct 3 observer material were rechecked; no new distinct event with sufficiently resolved qualifying receipt was accepted this run.","Continue official overnight protocols, recipient timing and command-chain evidence. Warning events on Oct 7 itself remain outside scope."
2026-09-17T20:09:44Z,pre-2022-12-29,older_inherited_warnings,In progress,"Older-warning chains were followed while recovering the 2018-2022/2023 Hamas-plan and border-readiness documentary context; no new older event established a new qualifying repeated/inherited delivery to serving 2023 decision-makers this run.","Continue older audits and professional assessments only where inheritance, repetition or delivery to current officeholders can be documented."
2026-09-17T20:09:44Z,2022-12-29..2023-10-06,documentary_recovery_historical_lane,In progress,"Lane 6 month-by-month documentary/historical pass completed. Four warnings accepted: State Comptroller Aug border-readiness warning (WARN-43), Ronen Bar 31 Jul Gaza-origin threat-warning rise (WARN-44), MI 28 Mar multi-front deterrence warning (WARN-45), and MI 31 May deterrence warning (WARN-46). Four-document MI set is now substantially accounted for; Jul16/Jul23 dedupe issue remains open. No month marked Complete.","Main gaps: original MI memo files and July chronology, Feb Shin Bet distribution list, primary Bar April records, disputed foreign-warning call/recipient evidence, Oct 3/6 command-chain records and obscure later-released documents. Next rotating deep lane: Lane 1 — IDF/MI/Southern Command/Gaza Division/surveillance/reserve-security professionals."
