run_utc,period,lane,status,notes
2026-09-19T20:09:14Z,2022-12-29..2022-12-31,6,In progress,"Targeted documentary/historical-blind-spot search; no new distinct qualifying warning recovered. Older inherited Hamas-plan/readiness material remains tracked separately."
2026-09-19T20:09:14Z,2023-01,6,In progress,"Document/release sweep against accepted strategic, readiness and protection warnings; no new primary exhibit or distinct event crossed threshold."
2026-09-19T20:09:14Z,2023-02,6,In progress,"Rechecked later-released security-warning and escalation material against existing February entries; no new distinct warning unit."
2026-09-19T20:09:14Z,2023-03,6,In progress,"N12 8 Sep 2026 reconstruction adds later corroboration that Halevi and Bar sought an urgent joint warning meeting about tangible war risk and instead briefed Gallant. Existing WARN-65/66 upgraded; exact joint briefing remains unverified and not a new accepted event."
2026-09-19T20:09:14Z,2023-04,6,In progress,"BAR-APR23 deterrence chain re-audited. Sworn retrospective account plus contemporaneous public warning support theme, but exact warning date/forum/named recipient remain missing; no promotion."
2026-09-19T20:09:14Z,2023-05,6,In progress,"May Hamas/Gaza warning material rechecked; Ronen Bar 21 May event already published as WARN-16 with dispute preserved. No new distinct document-derived unit."
2026-09-19T20:09:14Z,2023-06,6,In progress,"Document-recovery sweep of readiness/security-capacity material produced no new primary recipient/response evidence sufficient for a new or upgraded event."
2026-09-19T20:09:14Z,2023-07,6,In progress,"Later-released Netanyahu/State Comptroller material and MI/Shin Bet warning chains rechecked; 31 Jul Bar warning is already WARN-44 High confidence. No duplicate created."
2026-09-19T20:09:14Z,2023-08,6,In progress,"Retrospective and document-based material around readiness, Gaza and multi-front warnings checked against existing accepted entries; no new distinct event."
2026-09-19T20:09:14Z,2023-09,6,In progress,"Re-audited later-released Jericho Wall/Gaza Division, mid-September Shin Bet, foreign-warning and Gaza-border material. Findings map to existing accepted/investigating units; no new primary record changed threshold."
2026-09-19T20:09:14Z,2023-10-01..2023-10-06,6,In progress,"Oct 1–6 later-released warning and response claims rechecked against existing entries/candidates. No new independently corroborated qualifying warning recovered; Oct 7 early-hours material remains outside temporal scope."
2026-09-19T20:09:14Z,OLDER,6,In progress,"2018/2022 Jericho Wall and inherited Hamas-invasion knowledge swept. The April 2018 MI mass-invasion assessment is already WARN-9; related material deduped. No new older warning accepted."
2026-09-19T20:09:14Z,ALL,6,In progress,"Lane 6 completed for this rotation. 0 new accepted warnings; WARN-65 and WARN-66 strengthened with later N12 corroboration. No month marked Complete. Gaps remain in original meeting minutes, recipient acknowledgments and exact escalation paths for several unresolved candidates."
