run_utc,period,lane,status,progress,gaps
2026-09-18T04:06:00Z,2022-12-29..2022-12-31,other_israeli_security,In progress,"Targeted Lane-2 transition sweep across Shin Bet/Mossad/NSC/police/Home Front chains found no additional distinct qualifying warning in this short period.","Continue primary minutes, transition briefings and later inquiry recovery where inherited knowledge can be tied to 2023 officeholders."
2026-09-18T04:06:00Z,2023-01,other_israeli_security,In progress / one acceptance,"Accepted WARN-70: on Jan 26 Bar and senior security officials warned Netanyahu/Ben Gvir that volatile developments and a Damascus Gate march could widen escalation; Netanyahu adopted the de-escalatory recommendation and police blocked the march. Existing Jan 24 Guardian-of-the-Walls-2 warning remains distinct.","No official Jan 26 meeting minutes/recording recovered; continue police/Shin Bet/NSC primary-document recovery."
2026-09-18T04:06:00Z,2023-02,other_israeli_security,In progress / one acceptance,"Accepted WARN-69: Bar's Feb 20 warning to Netanyahu/Levin that Shin Bet assessments showed growing violence/escalation risk. Rechecked the separate February Hamas force-buildup assessment, but its original distribution/recipient remains unresolved. Also identified the Feb-Mar aggregate claim of 11 Sinwar strike opportunities as a strong disputed chain.","Need original February assessment distribution and individual dates/documents for the 11-event Sinwar claim before further publication."
2026-09-18T04:06:00Z,2023-03,other_israeli_security,In progress,"The disputed Feb-Mar Sinwar-opportunity chain continues into March; no individual March event was split or accepted without dated source material. Other security-institution deterioration warnings were checked for duplicates.","Recover event-level Shin Bet notices/minutes and preserve PMO's contrary account."
2026-09-18T04:06:00Z,2023-04,other_israeli_security,In progress,"Rechecked Bar's retrospective April deterrence/perfect-storm warning chain. Content remains material but exact date, forum, recipients and contemporaneous record remain insufficient for a distinct acceptance.","Need April meeting/briefing record or independent contemporaneous recipient evidence."
2026-09-18T04:06:00Z,2023-05,other_israeli_security,In progress,"Rechecked the disputed May 21 Bar/Netanyahu Gaza assessment chain; competing accounts still conflict on whether Bar warned a Gaza campaign was unavoidable or assessed Hamas as deterred/seeking stability. No duplicate/new event created.","Need primary meeting minutes/transcript, Shin Bet document or authoritative inquiry finding."
2026-09-18T04:06:00Z,2023-06,other_israeli_security,In progress,"Rechecked Commissioner Kobi Shabtai's Jun 6 police-capacity warning and Bar's Jun 11 resource-diversion warning chain. Shabtai's content is strongly documented but exact qualifying senior recipient remains unresolved; no new acceptance.","Recover direct transmission/recipient evidence for Jun 6 and any official record linking Jun 11 counterterror-resource concerns to concrete readiness effects without inferring causation."
2026-09-18T04:06:00Z,2023-07,other_israeli_security,In progress,"Rechecked existing July Bar direct-war-warning material and adjacent Shin Bet/Mossad/NSC records for stronger primary evidence or a distinct new event. No duplicate created.","Original secure-call/meeting record remains unavailable; continue primary-document recovery."
2026-09-18T04:06:00Z,2023-08,other_israeli_security,In progress,"Rechecked accepted August Bar Palestinian-escalation warning and Shin Bet operational publications. Specific counterterror operations did not by themselves establish additional strategic warnings delivered to government; no new acceptance.","Continue search for government briefings/minutes rather than treating public operational reporting as recipient evidence."
2026-09-18T04:06:00Z,2023-09,other_israeli_security,In progress,"Rechecked Bar's mid-September multi-front/Gaza-readiness chain and searched Mossad/NSC/police/Home Front lanes. No additional distinct qualifying direct warning was established in this pass.","Need exact service-chiefs meeting date, attendees/minutes and primary Shin Bet material; continue obscure Hebrew and official-record recovery."
2026-09-18T04:06:00Z,2023-10-01..2023-10-06,other_israeli_security,In progress / one acceptance,"Accepted WARN-68 for Oct 1 after Sep 2026 security-source corroboration joined the earlier N12 Shin Bet-review reporting: Bar warned Netanyahu that Hamas was preparing something extreme/an earthquake and recommended targeting Sinwar. PMO's detailed contradictory account is preserved and response remains Unclear.","No public Oct 1 transcript/minutes or contemporaneous Bar memo recovered; do not characterize this as a precise Oct 7 invasion/date/method warning. Post-midnight Oct 7 alerts remain excluded."
2026-09-18T04:06:00Z,pre-2022-12-29,older_inherited_warnings,In progress,"Older Shin Bet/Mossad/NSC/police/Home Front material was followed only where it could document inherited or repeated knowledge relevant to current officeholders. No new older warning accepted.","Continue backward only on high-salience chains with demonstrable 2023 inheritance/repetition/delivery."
2026-09-18T04:06:00Z,2022-12-29..2023-10-06,other_israeli_security_lane,In progress,"Lane 2 rotation completed with three new accepted warnings (WARN-68 through WARN-70), one newly surfaced strong disputed aggregate Sinwar-opportunity chain, and continued unresolved work on the February Shin Bet Hamas assessment and Jun 6 police-capacity warning. No month marked Complete.","Major gaps remain in original Shin Bet distributions/minutes, event-level dates for the reported 11 Sinwar notices, direct recipient evidence for police capacity warnings, and sparse Mossad/NSC/Home Front primary records. Next rotating deep lane: Lane 3 — foreign governments, diplomats, foreign intelligence/security services and regional partners."
