run_utc,period,lane,status,progress,gaps
2026-09-18T10:14:00Z,2022-12-29..2022-12-31,other_israeli_security,In progress,"Transition-window sweep found no new distinct Shin Bet/Mossad/NSC/police/Home Front warning delivered in these three days.","Continue archival professional-security records and later inquiry material; do not mark No results or Complete."
2026-09-18T10:14:00Z,2023-01,other_israeli_security,In progress,"Rechecked existing late-January Shin Bet/security-chief escalation warning chain, including the Damascus Gate decision. No new distinct event isolated.","Continue January NSC/police/Home Front and closed-meeting records."
2026-09-18T10:14:00Z,2023-02,other_israeli_security,In progress,"Existing Feb. 20 Ronen Bar escalation warning was rechecked. The Shin Bet Hamas force-building assessment still lacks a public distribution list; N12's later 11-Sinwar-opportunities claim spans Feb-Mar but lacks individual dates and primary records.","Recover original Shin Bet assessments/notices and recipient records; do not split anonymous retrospective aggregate reporting into multiple events."
2026-09-18T10:14:00Z,2023-03,other_israeli_security,In progress,"Existing Mar. 23 Bar strategic warning rechecked. The Feb-Mar Sinwar operational-opportunity chain remains unresolved and directly disputed by PMO.","Need individual dates, source documents and warning-vs-operational-opportunity classification."
2026-09-18T10:14:00Z,2023-04,other_israeli_security,In progress,"Bar's sworn 2025 affidavit describes an April 2023 deterrence warning and proposal for a forceful targeted move; no independent contemporaneous corroboration was recovered this pass.","Exact date/forum and independent or contemporaneous support required before acceptance."
2026-09-18T10:14:00Z,2023-05,other_israeli_security,In progress,"Existing May 21 Bar→Netanyahu Gaza-campaign warning chain was rechecked with the published PMO contrary account preserved; no new distinct Lane-2 event accepted.","Primary meeting minutes or authoritative inquiry evidence would improve the disputed recommendation/response record."
2026-09-18T10:14:00Z,2023-06,other_israeli_security,In progress / one acceptance,"Accepted WARN-82: on 5 Jun Gallant warned Home Front Command and senior emergency/security officials that a future multi-front war could expose the civilian home front to unprecedented challenges and required advance optimal preparation. Direct documented receipt; High confidence; Partially acted because a national multi-front drill and situation assessment were underway. Shabtai's 6 Jun police-capacity warning remains unresolved for executive-recipient proof.","Continue Home Front/NEA readiness records and establish whether Shabtai's multi-arena capacity warning reached a qualifying executive recipient."
2026-09-18T10:14:00Z,2023-07,other_israeli_security,In progress,"Existing July Bar warnings — strategic war warning, threat-warning volume, deterrence and security-service assessments — were rechecked; no new distinct Lane-2 event isolated.","Continue original briefing records, exact dates and response evidence."
2026-09-18T10:14:00Z,2023-08,other_israeli_security,In progress,"The 21 Aug Avi Gil briefing is contemporaneously confirmed, but the substantive warning content currently rests mainly on Lapid's retrospective testimony. Existing Bar Palestinian-escalation/security warnings were also rechecked.","Recover briefing slides/minutes, Gil confirmation or independent corroboration before promoting the Avi Gil candidate."
2026-09-18T10:14:00Z,2023-09,other_israeli_security,In progress / freshness upgrade,"Rechecked accepted mid-September/High-Holiday and Egyptian→Shin Bet warning chains. Fresh 9 Sep 2026 reporting independently restates that Egyptian counterparts warned Shin Bet Hamas intended to make the ground in Gaza tremble and that Shin Bet presented it to Netanyahu; treated as corroboration, not a new event.","Continue exact-date/original-document recovery and authoritative inquiry findings; preserve interpretation disputes."
2026-09-18T10:14:00Z,2023-10-01..2023-10-06,other_israeli_security,In progress,"Existing 1 Oct Bar→Netanyahu Hamas/Sinwar warning was rechecked against later reporting and PMO denial; no new distinct pre-cutoff Lane-2 event met threshold this pass.","Recover Oct. 1 meeting minutes/Shin Bet recommendation; exclude all alerts first occurring after midnight on Oct. 7."
2026-09-18T10:14:00Z,pre-2022-12-29,older_inherited_warnings,In progress,"Older accepted Shin Bet/Qatari-funding warning chains were rechecked for later corroboration; no new older warning accepted this run.","Continue primary correspondence and inherited-knowledge chains without imposing a historical floor."
2026-09-18T10:14:00Z,2022-12-29..2023-10-06,other_israeli_security_lane,In progress / one acceptance,"Lane 2 produced one new accepted warning, WARN-82, while keeping Bar-April, the Feb-Mar Sinwar 11-opportunities aggregate, Shabtai Jun. 6, Avi Gil Aug. 21 and the Feb Shin Bet Hamas force-building assessment unresolved under the evidence rules. Fresh Egyptian-warning reporting was deduped into an existing accepted chain. No month marked Complete.","Major gaps remain in Shin Bet primary notices/minutes, exact recipient distributions, police executive-receipt proof and closed security briefing records. Next rotating deep lane: Lane 3 — foreign governments / diplomats / foreign intelligence-security services / regional partners."
