run_utc,period,lane,status,progress,gaps
2026-09-18T19:15:00Z,2022-12-29..2022-12-31,local_emergency_civil,In progress,"Accepted WARN-102: police/Border Police readiness assessment on 30 Dec showed required resources had not been transferred for Jerusalem-envelope security handover; Netanyahu/Gallant/Ben Gvir delayed transfer 30 days.","Recover original police readiness assessment/minutes if later released."
2026-09-18T19:15:00Z,2023-01,local_emergency_civil,In progress,"January Jerusalem-envelope resident/security-coordinator warnings were reviewed as continuation of WARN-102; no distinct new senior-recipient event yet established.","Resolve Jan 10 security-coordinator recipient chain and whether later implementation created a distinct warning event."
2026-09-18T19:15:00Z,2023-02,local_emergency_civil,In progress,"Targeted local/emergency sweep found no additional distinct event crossing the evidence/receipt threshold.","Continue municipal emergency correspondence and Knesset committee records."
2026-09-18T19:15:00Z,2023-03,local_emergency_civil,In progress,"Northern-border protection/readiness material rechecked against existing accepted entries; no duplicate created.","Search direct local-authority correspondence to Netanyahu/Gallant/Defense Ministry."
2026-09-18T19:15:00Z,2023-04,local_emergency_civil,In progress,"Apr 9 urgent protection requests and Apr 20 Netanyahu-Sderot/Gaza-envelope meeting reviewed. Direct contact exists, but warning content overlaps existing readiness/policy entries or remains insufficiently distinct.","Resolve distinctness of DAVIDI-APR20 versus WARN-33; recover meeting minutes/correspondence."
2026-09-18T19:15:00Z,2023-05,local_emergency_civil,In progress,"Existing WARN-33 (3 May Gaza-envelope emergency-team chairs letter) covers strongest qualifying local warning; no duplicate created.","Search additional signatories/recipient acknowledgments and implementation response."
2026-09-18T19:15:00Z,2023-06,local_emergency_civil,In progress,"Targeted local/emergency search found no additional threshold-crossing event.","Continue local council minutes and emergency/security coordinator records."
2026-09-18T19:15:00Z,2023-07,local_emergency_civil,In progress,"Giora Zaltz 30 Jul home-front readiness warning and 15-16 Jul northern local-heads meeting with Northern Command chief Ori Gordin identified. Neither promoted: Zaltz lacks named-recipient receipt; Gordin event needs stronger specific warning wording/distinctness.","Priority: recipient proof for Zaltz; exact contemporaneous wording/minutes for Gordin meeting."
2026-09-18T19:15:00Z,2023-08,local_emergency_civil,In progress,"West Bank local-head protest and northern protection complaints reviewed; no new distinct qualifying event accepted.","Separate professional security warnings from political advocacy and prove named receipt."
2026-09-18T19:15:00Z,2023-09,local_emergency_civil,In progress,"Late-September Gaza-fence/community concerns reviewed; strongest qualifying event already represented by accepted Gadi Yarkoni warning, so no duplicate created.","Continue local security coordinator and municipal correspondence for specific pre-Oct 7 warnings."
2026-09-18T19:15:00Z,2023-10-01..2023-10-06,local_emergency_civil,In progress,"Targeted final-week local/emergency sweep found no additional event meeting receipt/evidence threshold in this pass.","Later-released municipal/security-coordinator records may still surface."
2026-09-18T19:15:00Z,pre-2022-12-29,older_inherited_warnings,In progress,"Official Feb 2022 Jerusalem-envelope Knesset discussions document an inherited security-vacuum/infiltration concern that contextualizes WARN-102; no separate 2023-officeholder warning event created from the older material.","Follow older chain only where repetition to or inherited documented knowledge by serving 2023 officeholders can be shown."
2026-09-18T19:15:00Z,2022-12-29..2023-10-06,local_emergency_civil_lane,"In progress / 1 Lane-5 acceptance","Lane 5 executed month-by-month. One new accepted event (WARN-102); unresolved priorities are ZALTZ-JUL30, NORTHERN-HEADS-JUL15 and DAVIDI-APR20. No month marked Complete.","Next rotating deep lane: Lane 6 — documentary recovery and historical blind-spot sweep."
