run_utc,period,lane,status,progress,gaps
2026-09-17T06:16:41Z,2022-12-29..2022-12-31,experts_research,In progress,"Targeted expert/think-tank pass found no distinct warning event crossing threshold in the final days of 2022.","Do not mark No results or Complete; Hebrew institute archives and individual-expert communications remain incompletely searched."
2026-09-17T06:16:41Z,2023-01,experts_research,In progress,"Recovered INSS 18 Jan analysis warning of already declining reserve participation and risk of reserve-system erosion/crisis, explicitly urging incoming Chief of Staff Halevi and IDF commanders to act. Reviewed January strategic-assessment material.","Need direct receipt/delivery evidence for Halevi or other qualifying decision-makers; public expert publication alone is insufficient."
2026-09-17T06:16:41Z,2023-02,experts_research,In progress,"Reviewed INSS February national-security analyses warning of internal instability and security harm from institutional crisis; no distinct recipient-linked event crossed acceptance threshold.","Named qualifying recipient and direct transmission evidence remain missing."
2026-09-17T06:16:41Z,2023-03,experts_research,In progress,"Recovered INSS 21 Mar first-of-its-kind Strategic Alert warning of IDF readiness/cohesion damage, deterrence erosion, adversary encouragement and reduced government/security focus on external threats.","Primary publication is strong, but no direct named government/security recipient was established in this run. Search for presentation, correspondence or meeting evidence."
2026-09-17T06:16:41Z,2023-04,experts_research,In progress,"Targeted INSS/security-institute pass found contemporaneous expert analysis of eroding deterrence and northern-front risk but no new recipient-linked warning crossing publication threshold.","Direct delivery and named recipient evidence remain the principal gap."
2026-09-17T06:16:41Z,2023-05,experts_research,In progress,"Recovered INSS reserve-protest/readiness analysis and a 17 May Commanders for Israel's Security warning publicly addressed to Ben-Gvir/government that the Flag March could undo restored calm and cause regional escalation.","For the CIS event, actual receipt beyond public address remains unproven; preserve contemporaneous contrary security recommendations."
2026-09-17T06:16:41Z,2023-06,experts_research,In progress,"Targeted expert/CIS/INSS pass located public security-policy escalation warnings but no new warning with sufficiently documented qualifying receipt for acceptance.","Continue named-recipient searches and distinguish professional warnings from ordinary policy advocacy."
2026-09-17T06:16:41Z,2023-07,experts_research,In progress,"Recovered INSS 23 Jul urgent warning that the IDF 'people's army' model risked dissolution, potentially weakening the military and regional deterrence amid escalating multi-front threats. Freshness pass separately accepted Halevi's 23 Jul direct written warning as WARN-17.","INSS direct recipient/delivery remains unestablished; do not merge the public INSS alert with Halevi's distinct military warning."
2026-09-17T06:16:41Z,2023-08,experts_research,In progress,"Traced Commanders for Israel's Security/readiness advocacy into pre-petition correspondence. Supreme Court judgment later records a 21 Aug PM response saying IDF readiness was of supreme importance and would soon reach cabinet discussion.","Need the actual CIS/professional warning text and provenance separated from other protest-group claims; court later criticized the petition's factual foundation."
2026-09-17T06:16:41Z,2023-09,experts_research,In progress,"HCJ 6820/23 judgment of 14 Sep records the 21 Aug PM response and a 5 Sep Cabinet Secretary response that IDF readiness was well known to Netanyahu and discussed continuously with the defense minister, IDF chief and NSC head.","Court simultaneously found the petition's claimed readiness emergency lacked a concrete factual foundation and relied on media reports. Treat as official receipt/context evidence, not proof of the petition's substantive claims."
2026-09-17T06:16:41Z,2023-10-01..2023-10-06,experts_research,In progress,"Targeted final-week expert/research pass found no new distinct recipient-linked warning crossing threshold in this run.","Do not mark No results or Complete; obscure Hebrew expert/local institute material and private communications remain open."
2026-09-17T06:16:41Z,pre-2022-12-29,older_inherited_warnings,In progress,"No new older expert/research warning demonstrably repeated to or inherited by current officeholders was accepted this pass.","Continue backward without a fixed historical floor when expert-warning chains connect to current officeholders or institutional knowledge."
2026-09-17T06:16:41Z,2022-12-29..2023-10-06,experts_research_lane,In progress,"Lane 4 rotation pass completed. WARN-17 was newly accepted through the freshness/document-upgrade pass; expert lane produced several unresolved INSS/CIS leads but no separate expert-origin acceptance. No month marked Complete.","Largest gaps are direct named-recipient evidence for public INSS warnings and clean separation of professional CIS warning content from broader protest/policy advocacy. Next rotating deep lane is Lane 5 local authorities / Gaza-border communities / emergency and civilian-security professionals."
