run_utc,period,lane,status,notes
2026-09-19T17:20:56Z,2022-12-29..2022-12-31,foreign_government_intelligence,In progress,"Targeted Lane 3 search found no additional distinct foreign warning with documented qualifying receipt in this short period; keep open for diplomatic/intelligence archives and later-released records."
2026-09-19T17:20:56Z,2023-01,foreign_government_intelligence,In progress,"Rechecked already-published Sisi, Jordan, Austin, Borrell, Sullivan, King Abdullah, Burns, Macron and Blinken warning chains. No new distinct January event crossed threshold; month remains open."
2026-09-19T17:20:56Z,2023-02,foreign_government_intelligence,In progress,"Existing Macron/Blinken and other de-escalation warnings remain represented. Targeted search found no additional distinct warning with stronger recipient evidence; month not Complete."
2026-09-19T17:20:56Z,2023-03,foreign_government_intelligence,In progress,"New Accepted WARN-120: 21 Mar UAE special envoy Khaldoon Al Mubarak directly warned Netanyahu that government conduct, violence-supporting rhetoric and a Ramadan misstep endangered regional stability and the Abraham Accords. Supported by contemporaneous Walla/N12/Kan-derived reporting plus 2026 Herzog corroboration. Other March foreign warnings already represented."
2026-09-19T17:20:56Z,2023-04,foreign_government_intelligence,In progress,"Reviewed official UK/Egypt de-escalation statements after Al-Aqsa and Gaza/Lebanon rocket escalation. No separate direct named-recipient event established beyond already-published bilateral warnings; public appeals logged but not promoted."
2026-09-19T17:20:56Z,2023-05,foreign_government_intelligence,In progress,"Rechecked existing foreign-government escalation warnings and May regional diplomacy. No additional direct warning event with sufficient recipient evidence found this rotation."
2026-09-19T17:20:56Z,2023-06,foreign_government_intelligence,In progress,"Targeted foreign lane sweep found no additional distinct June warning beyond existing accepted entries; primary diplomatic/intelligence routes remain open."
2026-09-19T17:20:56Z,2023-07,foreign_government_intelligence,In progress,"Rechecked existing July foreign-government de-escalation warnings. No new distinct unit with stronger direct receipt surfaced; month remains In progress."
2026-09-19T17:20:56Z,2023-08,foreign_government_intelligence,In progress,"Rechecked late-August foreign warning material already represented in Notion; no additional qualifying event recovered."
2026-09-19T17:20:56Z,2023-09,foreign_government_intelligence,In progress,"Audited WARN-5 UAE late-September claim, WARN-8 Egypt→Shin Bet warning and WARN-76 reported Kamel→Netanyahu warning. No duplicate split. Herzog's 2026 account of repeated MBZ de-escalation messages was anchored to March WARN-120 where contemporaneous evidence exists; undated repeated messages remain context only."
2026-09-19T17:20:56Z,2023-10-01..2023-10-06,foreign_government_intelligence,In progress,"EGYPT-OCT4 remains unresolved: McCaul confirmed an Egyptian warning in broad terms but explicitly did not know recipient level; limiting U.S. briefing evidence says it was low-grade/non-concrete. Existing 4 Oct Jordan warning remains represented. No new accepted Oct. 1-6 foreign event."
2026-09-19T17:20:56Z,pre-2022-12-29,older_inherited_warnings,In progress,"No additional older foreign warning chain crossed threshold this rotation. Continue following earlier UAE/Jordan/Egypt/US professional diplomatic or intelligence chains only where repetition to current officeholders or inherited documented knowledge can be shown."
2026-09-19T17:20:56Z,all,foreign_government_intelligence,In progress,"Lane 3 completed for this rotation: 1 new Accepted (WARN-120); accepted total now 119. Foreign lane remains In progress for every month; no month marked Complete. Strong unresolved recipient/provenance gaps remain for the Oct. 4 Egypt warning and primary records behind late-September Egypt/UAE claims. Next deep lane: Lane 4 — professional experts, academics, researchers, think tanks and nonpartisan expert organizations."
