run_utc,period,lane,status,notes
2026-09-19T10:15:00Z,2022-12-29..2022-12-31,other_israeli_security_institutions,In progress,"Targeted Shin Bet/Mossad/NSC/police/Home Front sweep found no new distinct late-December warning with qualifying government/senior-security receipt."
2026-09-19T10:15:00Z,2023-01,other_israeli_security_institutions,In progress,"Existing January security-assessment and policing/escalation warnings were audited against Notion; no new distinct qualifying event surfaced."
2026-09-19T10:15:00Z,2023-02,other_israeli_security_institutions,In progress,"New WARN-114 accepted: Feb. 6 Ronen Bar and Herzi Halevi warned Netanyahu that a planned Wadi Qaddum demolition could trigger escalation through Ramadan; demolition was postponed. Existing Feb. 15 Bar/Ben Gvir and multi-agency Ramadan warnings were deduped."
2026-09-19T10:15:00Z,2023-03,other_israeli_security_institutions,In progress,"Existing Ronen Bar/other institutional deterioration and escalation warnings already represented. The claimed 11 Sinwar-targeting notifications remain disputed and below threshold pending primary or independent corroboration."
2026-09-19T10:15:00Z,2023-04,other_israeli_security_institutions,In progress,"Bar's retrospective sworn April deterrence account was re-audited; exact date/forum/recipient and contemporaneous corroboration remain unresolved. No new distinct acceptance."
2026-09-19T10:15:00Z,2023-05,other_israeli_security_institutions,In progress,"Existing May Gaza-campaign/assessment material and the spring SIM anomaly were audited. No new Lane 2 warning crossed threshold; SIM senior-receipt chain remains unresolved."
2026-09-19T10:15:00Z,2023-06,other_israeli_security_institutions,In progress,"Existing police capacity and Shin Bet resource-diversion warnings are already represented. Home Front Command/NEA multi-front exercise material remains below threshold because a distinct professional warning delivered to Gallant was not recovered."
2026-09-19T10:15:00Z,2023-07,other_israeli_security_institutions,In progress,"Ronen Bar's July strategic warning of war and related Shin Bet material are already represented; no new distinct qualifying event found."
2026-09-19T10:15:00Z,2023-08,other_israeli_security_institutions,In progress,"Avi Gil Aug. 21 briefing remains unresolved: meeting/attendance is contemporaneously documented, but warning content still rests on later opposition testimony without independent professional/primary corroboration. Existing Bar and other August warnings already represented."
2026-09-19T10:15:00Z,2023-09,other_israeli_security_institutions,In progress,"Existing Shin Bet High Holiday, collision-course, Egyptian-channel and multi-front warning chains were audited; no new distinct Lane 2 acceptance."
2026-09-19T10:15:00Z,2023-10-01..2023-10-06,other_israeli_security_institutions,In progress,"Existing Oct. 1 Shin Bet/security warning and early-Oct escalation warnings already represented. No new distinct Lane 2 event crossed threshold."
2026-09-19T10:15:00Z,pre-2022-12-29,older_inherited_warnings,In progress,"Older Shin Bet/Mossad/NSC/police/Home Front warning chains were checked where relevant to inherited/repeated knowledge; no new distinct older warning crossed threshold this run."
2026-09-19T10:15:00Z,all,other_israeli_security_institutions,In progress,"Lane 2 completed for this rotation. One new Accepted (WARN-114); canonical total 114. No month marked Complete. Next deep lane: Lane 3 — foreign governments, diplomats, foreign intelligence/security services and regional partners."
