run_utc,period,lane,status,notes
2026-09-19T18:10:25Z,2022-12-29..2022-12-31,4,In progress,"Targeted expert/think-tank search produced no distinct warning with documented named qualifying receipt."
2026-09-19T18:10:25Z,2023-01,4,In progress,"INSS Jan 23 assessment to President Herzog already represented as WARN-116; deduped. No additional distinct expert warning crossed threshold."
2026-09-19T18:10:25Z,2023-02,4,In progress,"JISS/INSS/Reichman and former-security expert material reviewed; no new distinct warning with documented named qualifying receipt."
2026-09-19T18:10:25Z,2023-03,4,In progress,"INSS Mar 21 Strategic Alert recovered as strong contemporaneous warning content but direct named-recipient delivery remains unproven. Yadlin/public expert warnings similarly lack qualifying receipt. Business Forum direct letter to Netanyahu tracked but not promoted because security relevance is broad and predominantly political-economic."
2026-09-19T18:10:25Z,2023-04,4,In progress,"JISS Apr 16 primary paper explicitly warns Israel to prepare for tangible war/multi-front risk; contemporaneous press corroborates. Not promoted absent proof this specific warning reached a named senior decision-maker. Amidror/Hayman material reviewed without new receipt evidence."
2026-09-19T18:10:25Z,2023-05,4,In progress,"Tamir Hayman May 24 contrary assessment retained as balance/context; no new qualifying direct expert warning."
2026-09-19T18:10:25Z,2023-06,4,In progress,"Targeted expert/research search produced no additional distinct qualifying receipt event."
2026-09-19T18:10:25Z,2023-07,4,In progress,"Existing readiness/expert-warning chains rechecked; no new distinct qualifying event. EXSEC July-origin ambiguity remains under prior standards."
2026-09-19T18:10:25Z,2023-08,4,In progress,"Giora Eiland warning already represented as WARN-6; no additional distinct expert warning crossed threshold."
2026-09-19T18:10:25Z,2023-09,4,In progress,"Reichman/INSS/Hayman public strategic material reviewed; no additional event with documented named qualifying receipt."
2026-09-19T18:10:25Z,2023-10-01..2023-10-06,4,In progress,"No distinct expert/research warning with documented named qualifying receipt recovered in this pass."
2026-09-19T18:10:25Z,OLDER,4,In progress,"2018 Yitzhak Brik readiness-warning chain recovered and deduped to existing WARN-53; no new older warning accepted. No historical floor imposed."
2026-09-19T18:10:25Z,ALL,4,In progress,"Lane 4 completed for this rotation. No month marked Complete; lesser-known expert/academic delivery records remain a gap."
