run_utc,period,lane,status,notes
2026-09-19T04:11:15Z,2022-12-29..2022-12-31,other_israeli_security,In progress,"Targeted Lane 2 review of Shin Bet/Mossad/NSC/police/Home Front chains found no additional distinct event beyond existing accepted/older-warning entries."
2026-09-19T04:11:15Z,2023-01,other_israeli_security,In progress,"Rechecked Shin Bet/NSC/police early-government warning chains; located material is already represented or lacks a distinct documented warning/recipient event."
2026-09-19T04:11:15Z,2023-02,other_israeli_security,In progress,"Security-chief/Ramadan escalation material is covered by existing accepted entries; alleged Sinwar-targeting opportunity series remains disputed because the exact eleven-event claim lacks independent/primary corroboration."
2026-09-19T04:11:15Z,2023-03,other_israeli_security,In progress,"Existing Ronen Bar/Ben Gvir/Netanyahu escalation warnings cover located material. No new distinct qualifying event after dedupe."
2026-09-19T04:11:15Z,2023-04,other_israeli_security,In progress,"Bar's later affidavit says he urged forceful action because deterrence was eroding; contemporaneous PMO-released summary is narrower. Candidate retained unresolved pending full minutes or independent corroboration."
2026-09-19T04:11:15Z,2023-05,other_israeli_security,In progress,"Existing WARN-21-era Bar/Hamas campaign warning remains the qualifying event. Spring SIM/emoji analogue was refined: Shin Bet May SIM detection is contemporaneous, but senior recipient proof is missing and retrospectively decoded emoji dating conflicts between April and May reports."
2026-09-19T04:11:15Z,2023-06,other_israeli_security,In progress,"Police institutional-readiness warning WARN-108 is already accepted. New Home Front/NEA exercise context logged, but explicit professional warning attribution to Gallant is not yet established."
2026-09-19T04:11:15Z,2023-07,other_israeli_security,In progress,"Rechecked Ronen Bar threat-volume, war-risk and police/security warning chains; existing accepted entries cover distinct documented events."
2026-09-19T04:11:15Z,2023-08,other_israeli_security,In progress,"Avi Gil 21 Aug briefing remains unresolved: meeting and participation are contemporaneously confirmed, but warning content located is still derived from opposition leader Lapid's retrospective testimony and is disputed. No acceptance without non-opposition corroboration."
2026-09-19T04:11:15Z,2023-09,other_israeli_security,In progress,"Fresh Ynet reporting further corroborates Sufian Abu Zaida as the intermediary in the 15–17 Sep Sinwar warning chain and Bar's recommendation to strike or reinforce Gaza defenses. Folded into existing WARN-15; no duplicate. Early-Sep Shin Bet Gaza campaign-readiness material is already represented in an existing accepted entry."
2026-09-19T04:11:15Z,2023-10-01..2023-10-06,other_israeli_security,In progress,"Rechecked Oct. 1 Bar/Halevi/Sinwar warning material and Oct. 6 Shin Bet indicators. Existing accepted entries plus unresolved military candidates cover defensible distinct events; no additional Lane 2 event crossed threshold."
2026-09-19T04:11:15Z,pre-2022-12-29,older_inherited_warnings,In progress,"Followed older Shin Bet/Mossad/NSC warning chains backward. Argaman and Military Intelligence Qatari-funding warnings and older Hamas-plan/tunnel warnings are already represented in accepted entries; no new older Lane 2 event crossed threshold."
2026-09-19T04:11:15Z,all,other_israeli_security,In progress,"Lane 2 completed for this rotation. No new accepted warning; one freshness corroboration folded into WARN-15; several unresolved candidates materially refined, especially the spring-2023 SIM/emoji chronology and evidentiary distinction. No month marked Complete. Next deep lane: Lane 3 — foreign governments/diplomats/intelligence."
