run_utc,period,lane,status,progress,gaps
2026-09-17T19:17:32Z,2022-12-29..2022-12-31,local_emergency_civil,In progress,"Targeted local/emergency/civil-professional sweep found no distinct qualifying warning in the final days of 2022.","Local Hebrew archives, council correspondence and emergency-body records remain incompletely searched; do not mark Complete."
2026-09-17T19:17:32Z,2023-01,local_emergency_civil,In progress / candidate,"Recovered Jan. 17 meeting in which Gaza-border local heads presented future challenges and needs to Defense Minister Gallant, who ordered ministry officials to examine them.","Recovered wording is too generic for acceptance; need meeting minutes, MOD statement or council-origin material with concrete security/readiness warning content."
2026-09-17T19:17:32Z,2023-02,local_emergency_civil,In progress,"Targeted searches found no new distinct local/emergency warning with documented qualifying senior receipt.","Continue council minutes, local media, emergency coordinators and Hebrew-only archives."
2026-09-17T19:17:32Z,2023-03,local_emergency_civil,In progress,"No new Lane-5-origin warning crossed threshold. Separate unresolved-first work accepted WARN-42, a military-readiness warning from Chief of Staff Halevi, which is tracked outside this source lane.","Continue local/emergency correspondence and preparedness records; no month Complete."
2026-09-17T19:17:32Z,2023-04,local_emergency_civil,In progress / candidate,"Rechecked Apr. 9 Gaza-envelope/local-head communications after multi-front rocket escalation; reporting supports demands to accelerate strengthening and emergency preparedness but not a sufficiently specific warning statement.","Need council statements, letters, recordings or minutes identifying concrete vulnerability/risk and recipient."
2026-09-17T19:17:32Z,2023-05,local_emergency_civil,In progress / accepted chain already covered,"WARN-33 remains the principal accepted Lane-5 event: May 3 Tzachi chairs directly warned Netanyahu and copied Gallant/Halevi about the intolerable recurrent rocket/emergency cycle. No duplicate created.","Search other May local-security/emergency chains and recipient evidence beyond the already-published letter."
2026-09-17T19:17:32Z,2023-06,local_emergency_civil,In progress,"Targeted local-authority/emergency/security-coordinator searches produced no new warning meeting the publication threshold.","Continue regional-council minutes, rabbashatz forums and civil-defense correspondence."
2026-09-17T19:17:32Z,2023-07,local_emergency_civil,In progress,"Northern local-authority concerns and July security discussions were reviewed. Retrieved reporting mainly records IDF assessments to mayors rather than a distinct local-origin warning delivered upward to a qualifying senior recipient.","Recover any mayor/council letters or formal warnings to government/security leadership, especially fortification and evacuation concerns."
2026-09-17T19:17:32Z,2023-08,local_emergency_civil,In progress / institutional-readiness leads,"State Comptroller primary material confirms August 2023 ministry data showing Tzachi coverage gaps and an annual 2023 readiness questionnaire. It also documents council/district supervision processes. Rabbashatz communications/status workstream was strengthened by official audit material.","Exact pre-Oct questionnaire submission/report dates, named senior recipients and contemporaneous warning correspondence remain unresolved."
2026-09-17T19:17:32Z,2023-09,local_emergency_civil,In progress,"Targeted September local/emergency searches found no new distinct warning with sufficiently documented qualifying senior receipt beyond existing accepted and unresolved chains.","Continue Gaza-envelope local media, rabbashatz correspondence, council emergency records and later-released testimony."
2026-09-17T19:17:32Z,2023-10-01..2023-10-06,local_emergency_civil,In progress,"No new local-authority/emergency-body warning with documented senior receipt crossed threshold in Oct. 1-6. Observer/internal military warnings remain tracked in their appropriate military lane.","Continue local security coordinator and council correspondence, especially records later released after Oct. 7."
2026-09-17T19:17:32Z,pre-2022-12-29,older_inherited_warnings,In progress,"Older State Comptroller findings and the longstanding rabbashatz/Tzachi institutional problem chain were followed backward; no new inherited/repeated warning to current officeholders crossed the threshold this run.","Recover older audits/correspondence that were explicitly re-delivered, cited or inherited by serving 2023 decision-makers."
2026-09-17T19:17:32Z,2022-12-29..2023-10-06,local_emergency_civil_lane,In progress,"Lane 5 deep-discovery pass completed month-by-month. No new Lane-5-origin warning was accepted, but the 2023 Tzachi questionnaire and rabbashatz readiness workstreams were materially strengthened and a Jan. 17 local-heads candidate was added. WARN-42 was accepted during unresolved-first work from the military-readiness lane. No month marked Complete.","Main gaps: contemporaneous local letters/minutes, exact Tzachi submission/distribution dates, named senior recipients for readiness data, prewar rabbashatz warning documents and obscure local Hebrew sources. Next rotating deep lane: Lane 6 — documentary recovery and historical blind-spot sweep."
