run_utc,period,lane,status,progress,gaps
2026-09-17T10:16:52Z,2023-01,other_israeli_security,In progress / candidate added,"Ben Gvir publicly acknowledged that security agencies repeatedly raised a 'Guardian of the Walls 2' scenario in meetings; preserved as an unresolved Lane 2 lead rather than a warning event.","Identify source body, distinct meeting/date, exact warning content and whether this was one event or a recurring briefing theme."
2026-09-17T10:16:52Z,2023-02,other_israeli_security,In progress,"Existing Ronen Bar → Ben Gvir East Jerusalem escalation candidate retained.","Recover primary or stronger contemporaneous record and determine whether scope is sufficiently relevant to national Oct. 7 preparedness."
2026-09-17T10:16:52Z,2023-03,other_israeli_security,In progress / major upgrade,"Accepted WARN-28: on 23 Mar Ronen Bar directly warned Netanyahu that converging security threats and the internal rift were taking Israel toward a dangerous place. Contemporaneous N12 + Times of Israel support direct receipt.","No primary meeting minutes/recording; retain Medium confidence and general-strategic classification. Separate from Saar's 19 Mar MI letter and from any still-unresolved April Shin Bet recommendation."
2026-09-17T10:16:52Z,2023-04,other_israeli_security,In progress / major upgrade,"Accepted WARN-29: Police Commissioner Kobi Shabtai's direct warning letter to Ben Gvir, with Netanyahu copied, said separating the National Guard could critically harm police and public security and create disastrous consequences.","Exact drafting/sending date has a small previous-week/Apr. 2 ambiguity; full original letter not recovered in this run."
2026-09-17T10:16:52Z,2023-05,other_israeli_security,In progress,"Existing accepted WARN-16 Bar→Netanyahu Gaza/Hamas warning retained; no additional distinct Lane 2 event met threshold this pass.","Primary minutes for the May 21 meeting remain unavailable and PMO disputes the reported warning content."
2026-09-17T10:16:52Z,2023-06,other_israeli_security,In progress / unresolved-first strengthened,"Official Knesset material strongly documents Shabtai's 6 Jun warning that police lacked manpower/equipment/resources for a multi-front emergency; not accepted because qualifying government/senior-state receipt outside the committee is not established.","Trace Ministry/PMO/police-command distribution or other direct recipient evidence."
2026-09-17T10:16:52Z,2023-07,other_israeli_security,In progress,"Existing accepted WARN-3 Bar strategic-war warning retained; no new distinct Lane 2 event crossed threshold.","Continue primary-record recovery and reconcile July 23/24 timing."
2026-09-17T10:16:52Z,2023-08,other_israeli_security,In progress,"Existing accepted WARN-4 Palestinian-escalation warning retained; no separate Lane 2 event accepted this pass.","Exact private assessment date/full record remain unavailable."
2026-09-17T10:16:52Z,2023-09,other_israeli_security,In progress / major upgrade,"Accepted WARN-30: Shin Bet/IDF warning to Netanyahu and political echelon that holiday tensions, attack attempts and multiple arenas could converge into simultaneous escalation; Netanyahu postponed worsening prisoner conditions after security warnings. Early-Sep Shin Bet Gaza-readiness meeting retained as precursor/corroboration rather than duplicate.","Recover original Sep. 10 meeting record and additional Shin Bet/NSC/Mossad documentation. Keep warning classified as multi-front escalation, not a specific Oct. 7 invasion prediction."
2026-09-17T10:16:52Z,2023-10-01..2023-10-06,other_israeli_security,In progress / disputed,"Oct. 1 Bar/Sinwar assessment retained as disputed; later Shin Bet inquiry material and Netanyahu/PMO accounts remain materially conflicting.","Need meeting minutes/written recommendation or authoritative inquiry finding resolving exact warning and response. Events on Oct. 7 itself remain excluded by the strict temporal rule."
2026-09-17T10:16:52Z,2022-12-29..2023-10-06,other_israeli_security_lane,In progress,"Lane 2 Shin Bet/Mossad/NSC/police/Home Front/other Israeli professional security-body deep run completed. Three new distinct warning events met threshold and were published to Notion: WARN-28, WARN-29, WARN-30. No month marked Complete.","Major gaps: primary Shin Bet meeting records, Feb East Jerusalem warning, April deterrence recommendation, Jun 6 police-warning delivery chain, NSC/Mossad/Home Front-specific records, Oct. 1 contradiction, and additional Jan-Jun/Sep-Oct documentary recovery. Next rotating deep lane is Lane 3 — foreign governments/diplomats/foreign intelligence/security services/regional partners."
