run_utc,period,lane,status,progress,gaps
2026-09-18T22:10:53Z,2022-12-29..2022-12-31,other_israeli_security,In progress,"Rechecked first-government-days professional-security warnings. WARN-49 (Guardian of the Walls 2 approaching) and WARN-102 (Jerusalem-envelope police handover readiness) already cover the strongest qualifying events.","Continue NSC/Home Front/National Emergency Authority records and direct ministerial briefings."
2026-09-18T22:10:53Z,2023-01,other_israeli_security,In progress,"Targeted Shin Bet/police/NSC search mainly returned already accepted January escalation assessments, including WARN-70. No new distinct event crossed threshold.","Search closed security-assessment minutes and NSC distribution records."
2026-09-18T22:10:53Z,2023-02,other_israeli_security,In progress / new acceptance,"Published WARN-105 from the 15 Feb Netanyahu-chaired security assessment: Halevi, Shabtai, Haliva, Bar and other chiefs warned terror attacks were likely to intensify and urged restraint before Ramadan. Deduped from WARN-36, Bar's separate direct call to Ben Gvir.","Seek official meeting minutes/transcript and concrete government-response record; continue exact-evidence work on the disputed 11 Sinwar opportunities claim."
2026-09-18T22:10:53Z,2023-03,other_israeli_security,In progress,"Rechecked Shin Bet/police deterioration warnings; WARN-28 and related accepted records already cover the strongest direct government warnings. Exact 11-opportunities Sinwar claim remains disputed.","Recover primary targeting recommendation logs and additional NSC/police readiness material."
2026-09-18T22:10:53Z,2023-04,other_israeli_security,In progress / unresolved lead,"Bar's sworn 2025 affidavit states Shin Bet recommended a forceful targeted move in Apr 2023 to halt deterrence erosion, but exact date/forum/recipients and contemporaneous corroboration remain missing. WARN-29 already covers the National Guard institutional warning.","Prioritize contemporaneous April Shin Bet/government meeting records or independent corroboration for BAR-APR23-DETERRENCE."
2026-09-18T22:10:53Z,2023-05,other_israeli_security,In progress,"Rechecked Hamas/Gaza Shin Bet material. The disputed 21 May Bar-Netanyahu account is already represented in Notion as WARN-16 with competing PMO version preserved; no duplicate created.","Seek primary meeting minutes or inquiry finding resolving the conflicting May 21 accounts."
2026-09-18T22:10:53Z,2023-06,other_israeli_security,In progress / new unresolved lead,"Resolved stale POLICE-JUN9 candidate as already-published WARN-7. Added POLICE-JUN6-MULTIFRONT-READINESS: official Knesset record documents Shabtai warning police could not handle a nationwide multi-front outbreak and Amir Cohen warning a ticking clock was leading to the next scenario.","Establish a qualifying serving-government or senior-state/security recipient for the 6 Jun hearing before acceptance; continue Home Front/NEMA readiness records."
2026-09-18T22:10:53Z,2023-07,other_israeli_security,In progress,"Rechecked Bar's written 3 Jul strategy warning, 23 Jul warning of war and 31 Jul rise in threat alerts; all are already accepted as distinct events (WARN-100, WARN-3, WARN-44). No additional distinct Lane-2 event crossed threshold.","Seek primary Bar document/call records and NSC/Mossad parallel assessments."
2026-09-18T22:10:53Z,2023-08,other_israeli_security,In progress,"Targeted search returned already accepted Palestinian-arena deterioration warning (WARN-4) and no separable new Shin Bet/Mossad/NSC/police event with qualifying receipt.","Continue NSC, police and Home Front document recovery and August closed-assessment minutes."
2026-09-18T22:10:53Z,2023-09,other_israeli_security,In progress / dedupe strengthened,"BAR-MIDSEP-MULTIFRONT was reconciled as corroboration already attached to WARN-15 rather than a separate warning. WARN-30, WARN-15 and WARN-99 cover the strongest September Lane-2 chains.","Primary Sep 15-17 Shin Bet message/minutes remain missing; continue Mossad/NSC direct records and any distinct early-Sep Gaza-readiness warning."
2026-09-18T22:10:53Z,2023-10-01..2023-10-06,other_israeli_security,In progress,"Recent Sep 2026 reporting rechecked the Oct 1 Bar/Sinwar warning; it is already WARN-68. WARN-91 covers the separate Temple Mount/Sukkot warning. Oct 7 early-hours alerts remain excluded by the strict pre-2023-10-07 temporal rule.","Recover Oct 1 primary meeting record/recommendation and search Oct 2-6 professional-security briefings for distinct qualifying events."
2026-09-18T22:10:53Z,pre-2022-12-29,older_inherited_warnings,In progress,"Older Lane-2 chains rechecked: Yoram Cohen tunnel warning (WARN-89), Shin Bet Qatari-cash policy warning (WARN-38), and Argaman/Qatar material already cover known inherited professional-security warnings.","Continue older Shin Bet/Mossad/NSC/police records where knowledge was inherited or repeated to current officeholders."
2026-09-18T22:10:53Z,2022-12-29..2023-10-06,other_israeli_security_lane,"In progress / 1 new acceptance","Lane 2 executed across the backfill window. One distinct contemporaneous multi-agency warning was published as WARN-105; one stale candidate was resolved as already WARN-7; the mid-Sep Bar lead was deduped into WARN-15; one June police-readiness candidate was added pending qualifying-recipient proof.","Next rotating deep lane: Lane 3 — foreign governments, diplomats, foreign intelligence/security services and regional partners."}
