run_utc,period,lane,status,progress,gaps
2026-09-17T11:11:52Z,2022-12-29..2022-12-31,foreign_government_intelligence,In progress,"Targeted foreign-government/diplomatic searches produced no new qualifying direct warning in this short period.","Foreign ministry archives, diplomatic cables and non-English regional reporting remain unswept; do not mark Complete."
2026-09-17T11:11:52Z,2023-01,foreign_government_intelligence,In progress / candidates retained,"Primary Egyptian presidency record confirms Sissi's Jan. 1 direct caution to Netanyahu against measures causing regional tension; Royal Hashemite Court confirms Abdullah's Jan. 24 direct calm/violence warning. Both remain scope-threshold candidates because their Oct. 7 preparedness nexus is broad. A Jan. 3 Arab-diplomat warning route was added for recipient tracing.","Need stronger operational/security-failure content or evidence tying these diplomatic warnings to qualifying preparedness risk; identify unnamed Arab-state diplomats and recipients."
2026-09-17T11:11:52Z,2023-02,foreign_government_intelligence,In progress,"Targeted first-pass searches found no new distinct foreign-government/intelligence warning with qualifying senior Israeli receipt.","Continue Arabic/Hebrew diplomatic-source recovery and government archive searches."
2026-09-17T11:11:52Z,2023-03,foreign_government_intelligence,In progress,"No new distinct foreign warning met the evidence threshold in the targeted first pass.","Foreign diplomatic/private-warning routes remain open; no month Complete."
2026-09-17T11:11:52Z,2023-04,foreign_government_intelligence,In progress,"Targeted first-pass searches found no new qualifying foreign-origin warning beyond already known regional escalation context.","Search closed diplomatic channels and regional-government records."
2026-09-17T11:11:52Z,2023-05,foreign_government_intelligence,In progress,"No new distinct foreign-government/intelligence warning crossed threshold.","Continue Egypt/Jordan/UAE/Qatar and US official-record recovery."
2026-09-17T11:11:52Z,2023-06,foreign_government_intelligence,In progress,"No new distinct qualifying foreign warning found in this pass.","Regional partner and foreign-intelligence channels remain undercovered."
2026-09-17T11:11:52Z,2023-07,foreign_government_intelligence,In progress,"No new distinct qualifying foreign warning found in this pass.","Continue foreign-government and intelligence-service archive/reconstruction work."
2026-09-17T11:11:52Z,2023-08,foreign_government_intelligence,In progress,"Targeted search found no new foreign-origin warning with sufficiently documented senior Israeli receipt.","Search regional partner/private diplomatic communications and later inquiry evidence."
2026-09-17T11:11:52Z,2023-09,foreign_government_intelligence,In progress / WARN-5 strengthened,"Existing WARN-5 UAE warning received a material contradiction upgrade: separate Emirati-source confirmation remains, while PMO says documented call-log checks found no call. Existing WARN-8 Egyptian general-warning chain retained. Kamel direct-call claim remains disputed; Dahlan intermediary statement added as unresolved corroboration lead.","Recover call metadata/transcripts, UAE or Egyptian primary records, named intermediary routes, and authoritative inquiry findings. Do not merge WARN-5/WARN-8 without common-source proof."
2026-09-17T11:11:52Z,2023-10-01..2023-10-06,foreign_government_intelligence,In progress / unresolved-first strengthened,"Egypt Oct. 4 candidate retained: US House Foreign Affairs chair Michael McCaul said after a closed intelligence briefing that Egypt warned Israelis three days before the attack, but said recipient level was unclear. No acceptance because qualifying recipient is unresolved.","Need primary US briefing record or Egyptian/Israeli documentation identifying who received what. Preserve Israeli denial of concrete Egyptian warning."
2026-09-17T11:11:52Z,pre-2022-12-29,older_inherited_warnings,In progress / major upgrade,"Two older Israeli-security warnings were accepted and published: WARN-31 (mid-2019 Argaman warning about Gaza/Qatari funding leakage to Hamas military wing, Medium) and WARN-32 (2020 MI warning of quantified $4m diversion to Hamas military wing, High for narrower officially acknowledged warning).","Recover Argaman's original letter, exact dates, MI document and consultation record. Preserve PMO dispute that the diverted $4m came from Qatari stipend funds."
2026-09-17T11:11:52Z,2022-12-29..2023-10-06,foreign_government_intelligence_lane,In progress,"Lane 3 deep-discovery run completed. No new Lane-3 warning met the publication threshold; WARN-5 was materially upgraded with contrary call-log evidence and multiple foreign-warning candidates were refined. Two older-warning events discovered through freshness/backfill work were accepted separately. No month marked Complete.","Major gaps: Egyptian Oct. 4 recipient level; Kamel direct-call claim; UAE call primary record; Dahlan/intermediary route; unnamed Jan. Arab diplomats; diplomatic/intelligence archives. Next rotating deep lane: Lane 4 — professional experts, academics, researchers, think tanks and nonpartisan expert organizations."
