run_utc,period,lane,status,notes
2026-09-19T03:08:57Z,2022-12-29..2022-12-31,military_intelligence,In progress,"Targeted Lane 1 search/reconciliation found no additional distinct military/intelligence warning beyond existing accepted entries."
2026-09-19T03:08:57Z,2023-01,military_intelligence,In progress,"Rechecked Haliva/MI warning chain; existing WARN-104 covers the January Gaza intelligence-access warning. No new split justified."
2026-09-19T03:08:57Z,2023-02,military_intelligence,In progress,"Rechecked senior IDF/MI warning chains; no new distinct February event crossed threshold."
2026-09-19T03:08:57Z,2023-03,military_intelligence,In progress,"Existing Saar/Halevi/MI deterrence and readiness warnings cover located material; no new distinct event added."
2026-09-19T03:08:57Z,2023-04,military_intelligence,In progress,"Existing MI political-echelon and readiness warning chains rechecked; no additional distinct event crossed threshold."
2026-09-19T03:08:57Z,2023-05,military_intelligence,In progress,"New unresolved lead logged: later IDF reporting says a May 2023 Israeli-SIM/coded-indicator episode accompanied apparent Hamas mass-attack preparations. Senior recipient/distribution record remains missing, so not accepted."
2026-09-19T03:08:57Z,2023-06,military_intelligence,In progress,"No new Lane 1 military warning beyond existing accepted records; police WARN-108 belongs to Lane 2/security institutions."
2026-09-19T03:08:57Z,2023-07,military_intelligence,In progress,"Rechecked Saar, Halevi, reservist and MI readiness warnings; existing entries remain the distinct defensible units."
2026-09-19T03:08:57Z,2023-08,military_intelligence,In progress,"Jericho Wall / Gaza Division raid-warning material reconciled against existing WARN-24 and related entries; no duplicate created."
2026-09-19T03:08:57Z,2023-09,military_intelligence,In progress,"Rechecked Gaza Division, Devil's Advocate and Unit 8200 warning chains; existing WARN-14/12/13/27 cover distinct events located in this pass."
2026-09-19T03:08:57Z,2023-10-01..2023-10-06,military_intelligence,In progress,"WARN-109 added: at ~23:30 on 6 Oct Southern Command intelligence explicitly raised with Yaron Finkelman the possibility of a surprise local Hamas attack and a formal assessment was ordered. WARN-68 strengthened with separate N12 evidence that Halevi urged preparation for a major Hamas campaign at the 1 Oct meeting. Separate Oct 6 weapons-alert email remains unresolved because senior receipt is not established."
2026-09-19T03:08:57Z,pre-2022-12-29,older_inherited_warnings,In progress,"Older Jericho Wall and inherited military-warning chains were followed backward and deduplicated against existing entries; no new older military warning crossed threshold this pass."
2026-09-19T03:08:57Z,all,military_intelligence,In progress,"Lane 1 completed for this rotation: one new accepted warning (WARN-109), one existing warning materially strengthened (WARN-68), and two new unresolved intelligence leads logged. No month marked Complete; next deep lane is Lane 2."
