run_utc,period,lane,status,progress,gaps
2026-09-17T04:17:00Z,2022-12-29..2022-12-31,other_israeli_security,In progress,"Lane 2 targeted pass found no new qualifying warning in this short period.","Do not mark No results or Complete; specialist archives/primary records remain unswept."
2026-09-17T04:17:00Z,2023-01,other_israeli_security,In progress,"Lane 2 targeted pass produced no new accepted warning.","Shin Bet/NSC/Mossad/police archival and closed-forum material remains incomplete."
2026-09-17T04:17:00Z,2023-02,other_israeli_security,In progress,"Retained Feb. 15 Ronen Bar -> Itamar Ben-Gvir East Jerusalem escalation candidate; no acceptance change this pass.","Recover original Channel 13/primary record and establish material Oct. 7-preparedness relevance."
2026-09-17T04:17:00Z,2023-03,other_israeli_security,In progress,"Lane 2 targeted pass produced no distinct new accepted warning.","Continue Shin Bet/NSC/Mossad/police and primary-document routes."
2026-09-17T04:17:00Z,2023-04,other_israeli_security,In progress,"Retained Bar April deterrence/perfect-storm candidate based on later sworn affidavit; freshness also surfaced contrary contemporaneous assessments that Hamas sought restraint/stability.","Need exact April date, forum, recipient list and contemporaneous/official record before treating as a distinct accepted event."
2026-09-17T04:17:00Z,2023-05,other_israeli_security,In progress,"Accepted WARN-16: May 21 Ronen Bar -> Netanyahu warning that Hamas was the next challenge and a Gaza campaign would eventually be unavoidable; PMO's contradictory account preserved.","Underlying protocol is not public and the government's account disputes the substance. Continue primary-record recovery; month remains open."
2026-09-17T04:17:00Z,2023-06,other_israeli_security,In progress,"Official Knesset material strengthened Jun. 6 Police Commissioner Shabtai warning that police could not handle a nationwide multi-front incident because of critical capacity gaps. Jun. 11 Shin Bet resource-diversion warning also remains tracked.","For Shabtai, qualifying executive/senior-state receipt beyond the Knesset committee is not yet established. For Jun. 11, do not infer Oct. 7 effect without evidence."
2026-09-17T04:17:00Z,2023-07,other_israeli_security,In progress,"Existing WARN-3 remains accepted: Bar's Jul. 23 general strategic warning of war to Netanyahu. Freshness found no new distinct July Lane 2 event crossing threshold.","Exact primary transcript/stenogram remains unavailable and PMO disputes Gaza-war characterization."
2026-09-17T04:17:00Z,2023-08,other_israeli_security,In progress,"Existing WARN-4 remains accepted: Bar warning that Jewish extremist violence was fueling Palestinian terrorism and benefiting Hamas/PIJ. No additional August Lane 2 warning crossed threshold.","Exact private assessment record remains unrecovered; keep scope distinct from a Gaza invasion warning."
2026-09-17T04:17:00Z,2023-09,other_israeli_security,In progress,"Accepted WARN-15: Sep. 17 Bar -> Netanyahu/Gallant/security chiefs collision-course warning with recommendation for offensive action or stronger defenses. WARN-8 Egyptian warning provenance was upgraded with Sep. 15 intermediary-channel reporting; previous BAR-MIDSEP candidate likely overlaps WARN-15.","Recover Shin Bet transmission record and Sep. 17 assessment minutes; resolve whether Egyptian/UAE/intermediary warning accounts are one stream or distinct events. Do not duplicate mid-September Bar warnings."
2026-09-17T04:17:00Z,2023-10-01..2023-10-06,other_israeli_security,In progress,"Oct. 1 Bar assessment was strengthened by Sep. 8, 2026 reporting that he warned of something extreme/an earthquake and recommended targeting Sinwar.","Still materially disputed by PMO/Netanyahu accounts; hold below acceptance pending minutes/primary recommendation/authoritative inquiry finding."
2026-09-17T04:17:00Z,pre-2022-12-29,older_inherited_warnings,In progress,"Lane 2 backward sweep did not add a distinct older Shin Bet/Mossad/NSC/police warning to current officeholders this pass.","Continue older institutional knowledge/repeated-warning chains without a fixed historical floor."
2026-09-17T04:17:00Z,2022-12-29..2023-10-06,other_israeli_security_lane,In progress,"Lane 2 rotation pass completed with two newly accepted warnings (WARN-15 and WARN-16), one accepted-record provenance upgrade (WARN-8), and multiple unresolved cases strengthened. No month marked Complete.","Primary records remain missing across May, September and Oct. 1; Mossad/NSC/Home Front lanes remain comparatively sparse. Next rotating deep lane is Lane 3 foreign governments/diplomats/intelligence."
