run_utc,period,lane,status,notes
2026-09-19T13:16:00Z,2022-12-29..2022-12-31,local_emergency_civil,In progress,"Targeted local/emergency sweep found no additional distinct warning with documented qualifying receipt."
2026-09-19T13:16:00Z,2023-01,local_emergency_civil,In progress,"WARN-63 already accepted; response evidence materially upgraded. Government Decision 852 later acted on the underlying Ashkelon protection vulnerability, but causation from Glam's 27 Jan letter is unproven."
2026-09-19T13:16:00Z,2023-02,local_emergency_civil,In progress,"No additional distinct local/emergency-origin warning crossed the evidence threshold."
2026-09-19T13:16:00Z,2023-03,local_emergency_civil,In progress,"Existing northern/local-authority warnings remain represented; no new distinct event crossed threshold."
2026-09-19T13:16:00Z,2023-04,local_emergency_civil,In progress,"Apr. 9 protection requests and related direct PMO contacts remain corroboration/deduped rather than new warning units."
2026-09-19T13:16:00Z,2023-05,local_emergency_civil,In progress,"WARN-33 Gaza-envelope emergency-team letter remains the principal accepted local warning; no additional distinct event crossed threshold."
2026-09-19T13:16:00Z,2023-06,local_emergency_civil,In progress,"No new local/emergency-origin acceptance after targeted searching."
2026-09-19T13:16:00Z,2023-07,local_emergency_civil,In progress,"WARN-63 response upgraded with 30 Jul Government Decision 852. Giora Zaltz Jul. 30 remains receipt-unresolved."
2026-09-19T13:16:00Z,2023-08,local_emergency_civil,In progress,"Existing northern-border protection warnings remain represented; no additional distinct qualifying warning found."
2026-09-19T13:16:00Z,2023-09,local_emergency_civil,In progress,"26 Sep budget implementation evidence strengthens the response record for WARN-63; existing Sep. 23 Gadi Yarkoni warning remains represented."
2026-09-19T13:16:00Z,2023-10-01..2023-10-06,local_emergency_civil,In progress,"Bini Kfir's contemporaneous 4 Oct written Tkuma report was recovered, warning the standby squad effectively did not exist without weapons. Recipient was the local moshav committee, so it does not yet satisfy the qualifying senior-recipient rule."
2026-09-19T13:16:00Z,pre-2022-12-29,older_inherited_warnings,In progress,"N12 1 Sep 2020 contemporaneously documents Southern Command's weapons-collection policy and local objection that unarmed standby squads could not function as trained. This materially corroborates the older Tkuma/readiness chain but does not establish a named senior warning recipient."
2026-09-19T13:16:00Z,all,local_emergency_civil,In progress,"Lane 5 completed for this rotation: 0 new Accepted; WARN-63 response upgraded to Partially acted; Tkuma/Kfir materially strengthened but remains unresolved on senior receipt. No month marked Complete. Next deep lane: Lane 6 — documentary recovery + historical blind spots."
