run_utc,period,lane,status,progress,gaps
2026-09-18T13:15:00Z,2022-12-29..2022-12-31,local_emergency,In progress,"Targeted transition-window local-authority/emergency sweep found no new qualifying direct warning in these three days.","Continue local council archives, emergency-security correspondence and later-released records; do not mark No results or Complete."
2026-09-18T13:15:00Z,2023-01,local_emergency,In progress,"Targeted search did not recover the underlying source for the Jerusalem-envelope 10 Jan civilian-security-coordinator lead.","Recover original letter/report and establish warning content plus qualifying recipient receipt."
2026-09-18T13:15:00Z,2023-02,local_emergency,In progress,"No new distinct Lane-5 event met both warning-content and named-recipient thresholds in the targeted pass.","Continue municipal/emergency-body archives and retrospective document recovery."
2026-09-18T13:15:00Z,2023-03,local_emergency,In progress,"Existing WARN-64 (15 Mar northern-border mayors / Shield of the North protection cuts) was rechecked and deduplicated; no separate March event was created.","Continue recipient/document upgrades and distinguish repetitions from distinct warning events."
2026-09-18T13:15:00Z,2023-04,local_emergency,In progress,"Alon Davidi's 20 Apr direct exchange with Netanyahu was verified, but the recovered demand for long-term quiet is too general to cross the warning-content threshold. Apr. 9 northern protection requests corroborate the broader WARN-64 awareness/response chain rather than creating a new event.","Seek a contemporaneous letter/meeting record with more specific disaster or Gaza-policy warning content."
2026-09-18T13:15:00Z,2023-05,local_emergency,In progress,"The 2 May rabbashatz letter to Gallant was resolved below acceptance threshold: it chiefly concerned powers/conditions and explicitly preserved response to military incidents. Davidi's 3 May public Gaza-policy criticism remains below threshold without stronger delivered warning evidence.","Reopen only if broader military/emergency-readiness content or recipient records surface."
2026-09-18T13:15:00Z,2023-06,local_emergency,In progress,"No new Lane-5 warning with sufficiently documented named receipt was isolated in this pass.","Continue emergency-services, municipal security and infrastructure preparedness records."
2026-09-18T13:15:00Z,2023-07,local_emergency,In progress,"Giora Zaltz's 30 Jul northern-readiness warning was recovered: he said excluding local authorities from security assessments could carry a high price and undermine readiness for prolonged fighting. It remains unresolved because actual delivery to the named senior recipients is unproven.","Find correspondence, meeting record or acknowledgment establishing receipt by Netanyahu/IDF senior leadership."
2026-09-18T13:15:00Z,2023-08,local_emergency,"In progress / acceptance","WARN-86 accepted for 30 Aug: northern-border leaders sent a direct letter to multiple ministry directors-general warning that narrowing border-community eligibility for benefits/life-saving protection amid Hezbollah threats and security instability would weaken frontier resilience. Ynet independently documents PMO awareness and same-day revision/removal of the proposal.","Recover original signed letter and direct personal receipt evidence for Netanyahu/Gallant; continue August local/emergency sweep."
2026-09-18T13:15:00Z,2023-09,local_emergency,In progress,"The Israel Gantz September 'this is war' lead remains retrospective and insufficiently corroborated; no new qualifying Lane-5 event was accepted.","Seek contemporaneous recording, correspondence or independent corroboration with recipient proof."
2026-09-18T13:15:00Z,2023-10-01..2023-10-06,local_emergency,In progress,"Strict-cutoff targeted sweep found no new Lane-5 warning meeting both pre-Oct. 7 timing and named-recipient evidence.","Continue later-released evidence that proves warnings actually delivered before Oct. 7; exclude post-midnight Oct. 7 warning events."
2026-09-18T13:15:00Z,pre-2022-12-29,older_inherited_warnings,In progress,"Older local/border-vulnerability chains were spot-checked; no new older warning was accepted this run.","Continue high-salience older warnings when inherited knowledge or later repetition to current officeholders can be documented."
2026-09-18T13:15:00Z,2022-12-29..2023-10-06,local_emergency_lane,"In progress / 1 lane-native acceptance","Lane 5 was executed month-by-month. One new lane-native warning was accepted: WARN-86 (30 Aug). The 2 May rabbashatz lead was resolved below threshold; Zaltz 30 Jul remains recipient-unresolved; Davidi Apr/May remains content-threshold unresolved. No month marked Complete.","Largest Lane-5 gaps remain original local-authority letters/minutes, Gaza-border security-coordinator correspondence, recipient proof for public warnings, and September/early-October later-released evidence. Next rotating deep lane: Lane 6 — documentary recovery + historical blind-spot sweep."
