run_utc,period,lane,status,progress,gaps
2026-09-18T02:21:00Z,2022-12-29..2022-12-31,documentary_recovery_historical,In progress,"Targeted document-recovery/historical sweep found no new qualifying event in the final three days of 2022.","Do not mark No results; obscure Hebrew records and later-released archives remain unswept."
2026-09-18T02:21:00Z,2023-01,documentary_recovery_historical,In progress,"Rechecked current accepted January chains and official/press records; no additional distinct warning event met threshold in this Lane-6 pass.","Continue primary correspondence and later inquiry releases."
2026-09-18T02:21:00Z,2023-02,documentary_recovery_historical,In progress,"Rechecked the Shin Bet February Hamas force-buildup/readiness assessment; warning content remains significant but the original document/distribution list is still missing.","Need proof of delivery to a qualifying senior state/security decision-maker."
2026-09-18T02:21:00Z,2023-03,documentary_recovery_historical,In progress / two acceptances,"Accepted WARN-65: Halevi's Mar 22 direct readiness/deterrence warning to Netanyahu. Accepted WARN-66: Gallant's Mar 23 private warning to Netanyahu, sharpened publicly Mar 25 as a clear, immediate and tangible security danger. Both are non-Hamas-specific readiness/deterrence warnings.","Continue recovery of private meeting minutes and full contemporaneous briefing records."
2026-09-18T02:21:00Z,2023-04,documentary_recovery_historical,In progress,"Rechecked Apr 12 MI war-closer-than-calm reporting and Bar's April deterrence chain. Warning content remains strong but named recipient/forum evidence or primary records are still insufficient for a new entry.","Need named recipients/minutes or primary distribution records."
2026-09-18T02:21:00Z,2023-05,documentary_recovery_historical,In progress,"No new distinct May event accepted. Existing May 21 Bar dispute and May 31 MI assessment were not duplicated.","May 21 primary minutes remain a key dispute-resolution gap."
2026-09-18T02:21:00Z,2023-06,documentary_recovery_historical,In progress,"No new June event met both warning-content and receipt thresholds. Existing police capacity and Shin Bet resource-diversion chains were not duplicated.","Police Jun 6 exact senior-recipient evidence remains unresolved."
2026-09-18T02:21:00Z,2023-07,documentary_recovery_historical,In progress,"Rechecked the newly uncensored Jul 23 Amit Saar letter image/content. Library already contains a distinct Jul 23 accepted warning; older Jul 16 entry remains separately published pending authoritative date/document reconciliation.","Resolve whether Jul 16 was a distinct warning or a date error before merging or correcting canonical records."
2026-09-18T02:21:00Z,2023-08,documentary_recovery_historical,In progress,"No new August warning accepted. Existing Halevi/Tomer Bar readiness and State Comptroller northern-border records were not duplicated.","Continue inquiry/declassification recovery and original briefing records."
2026-09-18T02:21:00Z,2023-09,documentary_recovery_historical,In progress,"Rechecked fresh Sep 2026 reporting on UAE/Egyptian and Hamas-backchannel warning claims. No new primary evidence resolved the disputed Kamel-Netanyahu chain; existing UAE warning remains separately accepted with denial preserved.","Priority gaps: Egyptian primary confirmation; Shin Bet/backchannel meeting records; authoritative recipient chronology."
2026-09-18T02:21:00Z,2023-10-01..2023-10-06,documentary_recovery_historical,In progress,"Strict cutoff preserved. Oct 1 assessment remains disputed; Oct 4 Egyptian warning remains strong but recipient level unresolved; Oct 6 Saar draft remains an internal senior-security warning that was not sent to government before the attack.","Need Oct 1 minutes, Egyptian/Israeli recipient records, and contemporaneous Oct 6 draft metadata."
2026-09-18T02:21:00Z,pre-2022-12-29,older_inherited_warnings,In progress,"Historical blind-spot sweep followed older border-protection/readiness chains. Older official material continues to establish longstanding vulnerabilities but no additional distinct warning was accepted because delivery/repetition to 2023 officeholders was not established.","Continue backward only where inherited knowledge, repetition or delivery to current officeholders can be documented."
2026-09-18T02:21:00Z,2022-12-29..2023-10-06,documentary_recovery_historical_lane,In progress,"Lane 6 rotation completed with two new accepted warnings (WARN-65, WARN-66), one resolved prior candidate (Gallant), and continued documentary reconciliation of the Jul Saar and Feb Shin Bet chains. No month marked Complete.","Major gaps remain in original minutes/distribution lists, Egypt recipient evidence, Oct 1 records, observer/Unit 8200 escalation paths, rabbashatz records and obscure local/foreign primary documents. Next rotating deep lane: Lane 1 — IDF / Military Intelligence / Southern Command / Gaza Division / surveillance units / reserve-security professionals."
