run_utc,period,lane,status,progress,gaps
2026-09-18T05:08:17Z,2022-12-29..2022-12-31,foreign_government_intelligence,In progress,"Targeted transition sweep across foreign-government/diplomatic warning channels found no additional qualifying direct warning in this short period.","Continue transition briefings, diplomatic cables and later authoritative records where receipt by 2023 officeholders can be established."
2026-09-18T05:08:17Z,2023-01,foreign_government_intelligence,In progress / one acceptance,"Accepted WARN-71: Macron directly warned Netanyahu on Jan 29 to avoid measures that could feed a spiral of violence. Existing Sisi, Austin, Borrell, Sullivan, King Abdullah, Burns and Blinken January events remain distinct.","Continue foreign-intelligence and regional-partner primary-document recovery; no month marked Complete."
2026-09-18T05:08:17Z,2023-02,foreign_government_intelligence,In progress / one acceptance,"Accepted WARN-72: Macron repeated the escalation warning directly to Netanyahu at a Feb 2 work dinner. Existing Blinken Feb 18 warning remains distinct.","Continue Egypt/Jordan/European diplomatic and intelligence records; public statements alone do not establish named-recipient delivery."
2026-09-18T05:08:17Z,2023-03,foreign_government_intelligence,In progress / one acceptance,"Accepted WARN-73: Sunak warned Netanyahu on Mar 24 about growing West Bank tensions and urged de-escalation before religious holidays. Cleverly-Cohen Mar 21 remains below threshold because the final readout frames de-escalation as mutual agreement rather than a distinct warning. Existing Biden Mar 19 remains distinct.","Seek stronger March delivery records and foreign-intelligence material; no month marked Complete."
2026-09-18T05:08:17Z,2023-04,foreign_government_intelligence,In progress / one acceptance,"Accepted WARN-74: Colonna directly warned Eli Cohen on Apr 3 amid deteriorating West Bank conditions and rising Jerusalem tensions. Existing Austin Apr 8 warning remains distinct.","Continue regional-partner and intelligence-service primary records."
2026-09-18T05:08:17Z,2023-05,foreign_government_intelligence,In progress,"Rechecked existing Borrell May 2 warning. Added unresolved Munich Group May 11 public warning about preventing a major conflagration; no named Israeli recipient/delivery established.","Need direct diplomatic-delivery or meeting evidence for Munich Group statement; continue foreign-intelligence lane."
2026-09-18T05:08:17Z,2023-06,foreign_government_intelligence,In progress,"Rechecked existing Sullivan-Hanegbi Jun 23 warning and searched Egypt/Jordan/European channels. No additional distinct accepted warning established.","Sparse foreign-intelligence primary records; continue diplomatic cable/official-meeting recovery."
2026-09-18T05:08:17Z,2023-07,foreign_government_intelligence,In progress,"Rechecked existing Austin Jul 6 and Biden Jul 17 warnings. No additional distinct accepted foreign warning found in this pass.","Continue regional-partner/intelligence-service sources; no month marked Complete."
2026-09-18T05:08:17Z,2023-08,foreign_government_intelligence,In progress,"Rechecked the previously identified Blinken-Dermer Aug 17 stabilization discussion; available official wording still does not establish a sufficiently explicit distinct risk warning for acceptance.","Search foreign intelligence, Jordan/Egypt/UAE and less-public diplomatic channels; no month marked Complete."
2026-09-18T05:08:17Z,2023-09,foreign_government_intelligence,In progress / two acceptances,"Accepted WARN-75: Cleverly warned Netanyahu and Cohen on Sep 11 that heightened tensions required meaningful de-escalation. Accepted WARN-76: disputed late-September Kamel-to-Netanyahu warning of an unusual/major Gaza operation after multi-source triangulation. Existing Biden Sep 20, WARN-8 Egypt→Shin Bet and WARN-5 UAE/MBZ warning remain distinct. WARN-5 and WARN-8 freshness evidence rechecked with classifications unchanged.","WARN-76 direct receipt remains disputed by PMO and lacks transcript/call metadata. Need provenance reconciliation across WARN-8, WARN-76 and the separate Oct 4 Egyptian warning."
2026-09-18T05:08:17Z,2023-10-01..2023-10-06,foreign_government_intelligence,In progress,"Rechecked the approximately Oct 4 Egyptian-warning claim. McCaul's post-classified-briefing statement strongly supports that Egypt warned Israel about three days before the attack, but he explicitly said the recipient level was unclear; no new entry created.","Recover Egyptian or Israeli primary recipient record. Strict cutoff preserved; post-midnight Oct 7 alerts excluded."
2026-09-18T05:08:17Z,pre-2022-12-29,older_inherited_warnings,In progress,"Followed older foreign/regional warning chains only where they could establish inherited or repeated knowledge relevant to serving 2023 officeholders. No new older warning accepted this run.","Continue backward on high-salience chains with demonstrable 2023 inheritance/repetition/delivery; no arbitrary floor."
2026-09-18T05:08:17Z,2022-12-29..2023-10-06,foreign_government_intelligence_lane,In progress,"Lane 3 rotation completed with six new accepted warnings (WARN-71 through WARN-76), one newly tracked Munich Group recipient-unresolved warning, one below-threshold Cleverly-Cohen March item and continued resolution work on Egyptian/UAE chains. No month marked Complete.","Major gaps remain in foreign-intelligence primary documents, direct-delivery records for public multilateral warnings, and provenance/recipient reconciliation for late-September/early-October Egyptian warning chains. Next rotating deep lane: Lane 4 — professional experts, academics, researchers, think tanks and nonpartisan expert organizations."
