run_utc,period,lane,status,progress,gaps
2026-09-17T21:10:11Z,2022-12-29..2022-12-31,idf_military_intelligence,In progress,"Targeted Lane-1 sweep found no new distinct qualifying military/intelligence warning in the final days of 2022.","Continue command records and later-released inquiry documents; do not mark Complete."
2026-09-17T21:10:11Z,2023-01,idf_military_intelligence,In progress,"Targeted military/MI searches found no new January event crossing threshold beyond already accepted strategic/foreign warnings.","Continue internal IDF/MI briefing records and later inquiry material."
2026-09-17T21:10:11Z,2023-02,idf_military_intelligence,In progress / unresolved lead,"Reworked the Feb Shin Bet/Hamas-force-buildup lead while searching adjacent military-intelligence material; no original distribution record recovered.","Exact source/date/distribution and qualifying senior recipient remain missing."
2026-09-17T21:10:11Z,2023-03,idf_military_intelligence,In progress / Accepted WARN-47,"Recovered a previously unpublished-in-library 6 Mar warning from all ten living former IAF commanders to Netanyahu and Gallant that developments in the country and Air Force posed a serious and tangible danger to national security. Published WARN-47 High.","Direct response to this specific letter remains unresolved; continue primary letter-image/recipient handling records."
2026-09-17T21:10:11Z,2023-04,idf_military_intelligence,In progress,"Targeted April Lane-1 searches did not produce a new distinct event beyond accepted MI/IDF warning chains and disputed candidates.","Continue primary briefing material, especially named-recipient evidence for broader readiness/escalation assessments."
2026-09-17T21:10:11Z,2023-05,idf_military_intelligence,In progress,"Targeted May military/MI sweep produced no new distinct event beyond accepted May warning chains.","Continue original meeting records and Gaza Division/MI distribution chains."
2026-09-17T21:10:11Z,2023-06,idf_military_intelligence,In progress,"Targeted June military/MI sweep produced no new warning crossing threshold.","Continue reserve-readiness, Southern Command and intelligence distribution records."
2026-09-17T21:10:11Z,2023-07,idf_military_intelligence,In progress / dedupe unresolved,"Rechecked the Saar 16 Jul vs 23 Jul chronology and the existing Halevi/MI/8200 warning set. Newly surfaced 23 Jul material did not resolve whether WARN-2 is distinct or misdated.","Authoritative Saar document metadata remains a priority; no silent merge/downgrade."
2026-09-17T21:10:11Z,2023-08,idf_military_intelligence,In progress / Accepted WARN-48,"Recovered a distinct 13 Aug direct readiness warning meeting: Halevi, Tomer Bar and senior IDF leaders warned Netanyahu that readiness damage was deepening and forecast deterioration would materialize if the crisis continued. Published WARN-48 High; PMO response recorded as partial action.","Do not conflate with the 23 Jul Halevi letter; continue exact quantitative readiness-impact records and regional-threat briefing material."
2026-09-17T21:10:11Z,2023-09,idf_military_intelligence,In progress,"Rechecked Gaza Division/8200/MI and recent later-released warning reporting; no additional Lane-1 event crossed threshold beyond the existing accepted September set.","Continue original Southern Command/Gaza Division distribution lists, observer escalation chains and official inquiry attachments."
2026-09-17T21:10:11Z,2023-10-01..2023-10-06,idf_military_intelligence,In progress,"Rechecked pre-Oct-7 military warning material and maintained strict cutoff: warnings first issued on Oct 7 itself remain out of scope.","Oct 3 observer chain and Oct 6 internal-warning escalation still require qualifying senior-recipient evidence."
2026-09-17T21:10:11Z,pre-2022-12-29,older_inherited_warnings,In progress,"Older Jericho Wall, Hamas mass-invasion and readiness chains were followed for inherited/repeated knowledge; no new older warning met the distinct-event/recipient threshold this run.","Continue older military assessments only when inheritance, repetition or delivery to serving 2023 decision-makers is documented."
2026-09-17T21:10:11Z,2022-12-29..2023-10-06,idf_military_intelligence_lane,In progress,"Lane 1 month-by-month pass completed. Two warnings accepted: WARN-47 (6 Mar former IAF commanders -> Netanyahu/Gallant) and WARN-48 (13 Aug Halevi/Tomer Bar/senior IDF -> Netanyahu readiness deterioration). No month marked Complete.","Main gaps remain Saar July dedupe, Feb Shin Bet distribution, Oct 3 observer escalation path, Oct 6 pre-midnight command-chain material, primary Southern Command/Gaza Division attachments, and additional obscure reserve/readiness warnings. Next rotating deep lane: Lane 2 — Shin Bet/Mossad/NSC/police/Home Front/other Israeli security bodies."
