run_utc,period,lane,status,progress,gaps
2026-09-18T12:25:00Z,2022-12-29..2022-12-31,experts_research,In progress,"Targeted transition-window expert/research sweep produced no qualifying direct warning in these three days.","Continue institute archives and later-released correspondence; do not mark No results or Complete."
2026-09-18T12:25:00Z,2023-01,experts_research,In progress,"INSS annual strategic assessment rechecked: explosive Palestinian arena, Iran danger, U.S.-relations risk and internal polarization were documented, but the recovered presentation was to President Herzog rather than a qualifying serving-government/senior-security recipient.","Find direct delivery/briefing to cabinet, PMO, NSC, IDF leadership or another qualifying senior decision-maker."
2026-09-18T12:25:00Z,2023-02,experts_research,In progress,"Former-security and expert interventions were rechecked; no distinct Lane-4 event met both warning-content and named-recipient thresholds.","Continue expert correspondence, closed briefings and later testimony with contemporaneous corroboration."
2026-09-18T12:25:00Z,2023-03,experts_research,In progress,"INSS's 21 Mar urgent strategic alert was rechecked from the primary publication; Amos Yadlin's contemporaneous multi-front/perfect-storm warning was also surfaced. Both remain below acceptance because actual delivery to a named qualifying recipient is unproven.","Recover recipient/distribution records, meeting evidence or contemporaneous correspondence."
2026-09-18T12:25:00Z,2023-04,experts_research,In progress / cross-lane acceptance,"JISS and Yaakov Amidror war-risk warnings remain recipient-unresolved. Separately, unresolved-first/document recovery produced WARN-84: a 29 Apr primary letter from 700 MI Special Operations reservists directly to Netanyahu, copied to Gallant, warning that unilateral legislation could collapse the reserve system. This is recorded as a reserve-security warning rather than a Lane-4 expert-origin event.","Continue expert/institute recipient tracing; no Lane-4 month marked Complete."
2026-09-18T12:25:00Z,2023-05,experts_research,In progress,"Ofer Shelah's 29 May readiness analysis was rechecked: Yom-Kippur-like arrogance, underestimating the enemy, broken inter-echelon discourse and lack of integrating vision. Named-recipient delivery remains unproven.","Recover original document/distribution metadata and qualifying recipient evidence."
2026-09-18T12:25:00Z,2023-06,experts_research,In progress,"No new qualifying expert/research warning with named recipient was isolated. Existing multi-front/readiness context and security-cabinet exercise were treated as context, not a new expert warning event.","Continue think-tank, academic and professional-briefing records."
2026-09-18T12:25:00Z,2023-07,experts_research,In progress / cross-lane acceptance,"INSS's July readiness alert and public Brik warnings were rechecked but still lack named delivery evidence. Separately, WARN-85 was accepted from 22 Jul: 350 Unit 8200 reservists warned Netanyahu, Gallant, Halevi and Haliva that national-resilience erosion changes enemy assessments of Israel; Walla and Ynet independently reported the warning and recipients. This is a reserve-security event, not a Lane-4 expert-origin acceptance.","Recover the original Unit 8200 letter; continue INSS/Brik recipient tracing."
2026-09-18T12:25:00Z,2023-08,experts_research,In progress,"A reported 19 Aug direct appeal by 1,340 former/reserve MI Special Operations personnel to Netanyahu/Gallant warning of war/existential danger was logged as a documentary-recovery candidate only; the original Israeli report/letter was not recovered. Existing accepted Giora Eiland/ICT material was deduped rather than recreated.","Recover original Kan/N12 reporting or primary letter and independently assess professional-warning vs political-advocacy origin."
2026-09-18T12:25:00Z,2023-09,experts_research,In progress,"A 18 Sep former-defense/security-official letter was reviewed but held at the exclusion boundary because prominent signatories/origin included political rivals; no separable nonpartisan expert-origin warning was established. No other September expert event met named-recipient threshold.","Seek clearly separable professional-source warnings and recipient evidence; preserve opposition-origin exclusion."
2026-09-18T12:25:00Z,2023-10-01..2023-10-06,experts_research,In progress,"Strict cutoff sweep found no Lane-4 expert/research warning meeting both pre-Oct.7 timing and named-recipient evidence.","Continue later-released correspondence/testimony tied to warnings actually delivered before Oct. 7; do not include post-midnight Oct.7 events."
2026-09-18T12:25:00Z,pre-2022-12-29,older_inherited_warnings,In progress,"Older expert/readiness chains were spot-checked; no new older warning was accepted. Previously accepted Brik and inherited-warning records remain separate from current-government monthly coverage.","Continue high-salience older warnings where delivery/repetition/inherited knowledge to current officeholders can be documented."
2026-09-18T12:25:00Z,2022-12-29..2023-10-06,experts_research_lane,In progress / no lane-native acceptance,"Lane 4 was executed month-by-month. No new expert/academic/think-tank warning met the named-recipient threshold this pass. Two cross-lane reserve-security warnings were accepted during unresolved-first/document recovery: WARN-84 (29 Apr) and WARN-85 (22 Jul). INSS Mar/Jul, Yadlin Mar, Ofer Shelah May and the Aug Special Operations direct-letter lead remain unresolved for recipient/primary evidence. No month marked Complete.","Largest Lane-4 gaps remain direct delivery/distribution records for INSS alerts, expert briefings/correspondence, May/June readiness analyses and late-summer professional warnings. Next rotating deep lane: Lane 5 — local authorities / Gaza-border communities / emergency and civilian-security professionals."
