run_utc,period,lane,status,progress,gaps
2026-09-17T07:14:08Z,2022-12-29..2022-12-31,local_emergency_civil,In progress,"Targeted Hebrew/English search of Gaza-border local authorities, security coordinators, emergency bodies and settlement-defense issues found no distinct current-government recipient-linked warning crossing threshold in these final days of 2022.","Do not mark Complete or No results; local archives, council minutes, correspondence and security-coordinator records remain incompletely searched."
2026-09-17T07:14:08Z,2023-01,local_emergency_civil,In progress,"Targeted local-authority/security-coordinator/emergency-body search found no qualifying accepted warning in this run.","Search municipal/regional-council minutes, letters and defense-budget correspondence for direct delivery to senior decision-makers."
2026-09-17T07:14:08Z,2023-02,local_emergency_civil,In progress,"Targeted Gaza-border/local-security search found no recipient-linked warning crossing threshold.","Continue Hebrew local press and council/security-department records."
2026-09-17T07:14:08Z,2023-03,local_emergency_civil,In progress,"Targeted Gaza-border/local-security search found no recipient-linked warning crossing threshold.","Continue local authority correspondence and emergency/security professional records."
2026-09-17T07:14:08Z,2023-04,local_emergency_civil,In progress,"Reviewed 20 Apr cabinet/Sderot meeting and Gaza-border local-leader demands. The recovered material shows demands for durable security/quiet but not a sufficiently specific warning of a major impending security failure or attack to publish as a distinct event.","Recover full meeting minutes or local-authority submissions before changing status; do not inflate ordinary policy demands into warnings."
2026-09-17T07:14:08Z,2023-05,local_emergency_civil,In progress,"Reviewed local-authority and emergency communications around Gaza escalation/Shield and Arrow; no new distinct warning with qualifying recipient evidence crossed threshold.","Search council letters, Home Front interactions and security-coordinator communications."
2026-09-17T07:14:08Z,2023-06,local_emergency_civil,In progress,"No new local-origin acceptance. WARN-7 police-capacity warning remains an accepted other-security warning and was not duplicated into this lane.","Continue local emergency/security-body sources without duplicating accepted institutional warnings."
2026-09-17T07:14:08Z,2023-07,local_emergency_civil,In progress,"Targeted local/security-coordinator search found no new accepted warning.","Local council correspondence and obscure Hebrew sources remain open."
2026-09-17T07:14:08Z,2023-08,local_emergency_civil,In progress,"Targeted local/security-coordinator/emergency search found no new accepted warning.","Continue searches for settlement-defense equipment, alert-squad and communications warnings delivered upward before Oct. 7."
2026-09-17T07:14:08Z,2023-09,local_emergency_civil,In progress,"Deep search of Gaza-border councils, civilian security coordinators, alert squads and emergency professionals found retrospective evidence of vulnerabilities but no clean local-origin warning to a qualifying senior state/security recipient crossing threshold.","Need contemporaneous letters/messages/minutes and a documented escalation path to senior decision-makers; do not substitute post-Oct. 7 accounts for pre-event delivery evidence."
2026-09-17T07:14:08Z,2023-10-01..2023-10-06,local_emergency_civil,In progress,"Search found a reported Sukkot-period warning passed to a Nova/event security officer, but the recipient was not a senior state/security decision-maker under the library's unit definition; no lane-5 acceptance resulted.","Trace whether any related warning was escalated to police/IDF/senior security leadership before Oct. 7 before considering it."
2026-09-17T07:14:08Z,pre-2022-12-29,older_inherited_warnings,In progress,"Added a 15 Feb 2022 State Comptroller settlement-defense audit as an older inherited-warning candidate. The primary audit documents growing security-component gaps, NIS 110m estimated needs for north+Gaza sectors, incomplete communications equipment and Southern Command communications-coverage gaps, and was formally delivered to the then-prime minister.","Current-government/current-officeholder receipt or explicit carry-forward after 29 Dec 2022 is not established. Recover implementation follow-up, cabinet/PMO/MOD/IDF briefings or later repetition before acceptance."
2026-09-17T07:14:08Z,2022-12-29..2023-10-06,local_emergency_civil_lane,In progress,"Lane 5 rotation pass completed. No new accepted warning. Freshness strengthened WARN-5; older-lane work added the 2022 State Comptroller settlement-defense audit as an unresolved inherited-knowledge candidate. No month marked Complete.","Largest gaps are direct pre-Oct. 7 upward transmission from Gaza-border/local security professionals, contemporaneous local correspondence, and evidence that older official settlement-defense findings were carried into the current government's decision-making. Next rotating deep lane is Lane 6 documentary recovery + historical blind spots."
