run_utc,period,lane,status,notes
2026-09-20T00:11:00Z,2022-12-29..2022-12-31,4,In progress,"Targeted expert/academic/think-tank sweep produced no distinct warning with documented named qualifying receipt."
2026-09-20T00:11:00Z,2023-01,4,In progress,"INSS January strategic-assessment chain remains represented by WARN-116; no additional distinct direct-delivery expert warning found."
2026-09-20T00:11:00Z,2023-02,4,In progress,"Academic/expert warnings around security consequences of the judicial overhaul were reviewed; direct qualifying receipt and concrete Oct. 7-preparedness nexus remain insufficient for new acceptance."
2026-09-20T00:11:00Z,2023-03,4,In progress,"INSS 21 Mar strategic alert remains a strong unresolved candidate because named-recipient delivery for that specific alert is unproven; public Yadlin warnings likewise lack qualifying receipt."
2026-09-20T00:11:00Z,2023-04,4,In progress,"JISS 16 Apr warning to prepare for tangible war/multi-front risk remains strong but unresolved absent named-recipient receipt evidence; Amidror public warning material yielded no qualifying delivery event."
2026-09-20T00:11:00Z,2023-05,4,In progress,"Expert/research material re-audited; no new distinct warning with documented qualifying receipt. Contrary/less alarmed expert assessments remain context, not warnings."
2026-09-20T00:11:00Z,2023-06,4,In progress,"Targeted INSS/JISS/IDSF/former-security expert search produced no additional distinct direct-delivery event."
2026-09-20T00:11:00Z,2023-07,4,In progress,"INSS 23 Jul readiness alert remains unresolved on named receipt. 17 Jul letter from ~800 former Shin Bet personnel directly to Netanyahu/Gallant is tracked as a scope-boundary candidate pending original text and a stronger concrete preparedness/security-risk nexus."
2026-09-20T00:11:00Z,2023-08,4,In progress,"Giora Eiland chain remains controlled by existing WARN-6; Carmon and other public expert warnings did not yield new qualifying recipient evidence."
2026-09-20T00:11:00Z,2023-09,4,In progress,"Reichman/ICT 7 Sep direct-warning event remains represented by WARN-80. MI Control Sep 21/26 material was freshness-deduped to WARN-14/WARN-45/WARN-71; no new expert-lane direct-delivery event crossed threshold."
2026-09-20T00:11:00Z,2023-10-01..2023-10-06,4,In progress,"Targeted expert/research sweep produced no distinct pre-Oct. 7 direct-delivery warning beyond already tracked chains."
2026-09-20T00:11:00Z,OLDER,4,In progress,"Older inherited/repeated expert-warning chains were rechecked; Brik readiness material remains deduped to WARN-53 and no additional older warning crossed the evidence threshold."
2026-09-20T00:11:00Z,ALL,4,In progress,"Lane 4 completed for this rotation. No month marked Complete; main remaining gap is documentary proof of named delivery/receipt for strong INSS/JISS expert warnings."}
