run_utc,period,lane,status,notes
2026-09-20T07:10:00Z,2022-12-29..2022-12-31,5,In progress,"Targeted local-authority/emergency/civil-security sweep; no distinct new direct-delivery event found."
2026-09-20T07:10:00Z,2023-01,5,In progress,"Targeted Gaza-border and local-security searches; no new qualifying direct-delivery event surfaced."
2026-09-20T07:10:00Z,2023-02,5,In progress,"Targeted local-authority and civilian-security searches; no new qualifying direct-delivery event surfaced."
2026-09-20T07:10:00Z,2023-03,5,In progress,"Revalidated northern local-authority protection chain already represented by WARN-64; no distinct additional March event."
2026-09-20T07:10:00Z,2023-04,5,In progress,"Recovered direct contemporaneous Netanyahu receipt of Alon Davidi's 20 Apr demand for long-term security/quiet; retained as boundary candidate because it is not an explicit warning of an impending attack or concrete readiness failure. April 9 urgent protection requests appear overlapping with WARN-64/northern protection context."
2026-09-20T07:10:00Z,2023-05,5,In progress,"Targeted local/emergency sweep; existing WARN-121 remains represented; no additional distinct event crossed threshold."
2026-09-20T07:10:00Z,2023-06,5,In progress,"Rechecked local-authority correspondence chains; no new event beyond previously strengthened WARN-64 receipt evidence."
2026-09-20T07:10:00Z,2023-07,5,In progress,"Targeted standby-squad/local-security searches; no new distinct warning with documented qualifying receipt."
2026-09-20T07:10:00Z,2023-08,5,In progress,"Targeted Gaza-border/local-authority and civilian-security searches; no new distinct event crossed threshold."
2026-09-20T07:10:00Z,2023-09,5,In progress,"Targeted border-escalation, local-authority, standby-squad and security-coordinator searches; no new distinct direct-delivery event crossed threshold."
2026-09-20T07:10:00Z,2023-10-01..2023-10-06,5,In progress,"Tkuma/Kfir warning claim rechecked; no contemporaneous message or named senior recipient recovered, so it remains Investigating."
2026-09-20T07:10:00Z,OLDER,5,In progress,"May 2026 State Comptroller report confirms long-running rabashatz institutional deficiencies identified in earlier audits; retained as inherited-readiness context pending exact earlier audit delivery and evidence of current-government inherited/personal receipt."
2026-09-20T07:10:00Z,ALL,5,In progress,"Lane 5 completed for this rotation. No month marked Complete. Main gaps remain original local-authority correspondence, named recipients and contemporaneous records for standby-squad/rabashatz warnings, and obscure council/security-coordinator archives."
